SID,entry
CAV-678,meat
CAV-678,soda
CAV-678,pork
CAV-678,beef
CAV-678,cabbage
CAV-678,noodles
CAY-681,juice
CAY-681,apples
CAY-681,bananas
CAY-681,peaches
CAY-681,oranges
CAY-681,sprite
CAY-681,wrap
CAY-681,milk
CAY-681,water
CAY-681,juice
CAY-681,bread
CAY-681,sandwiches
CAY-681,bologna
CAY-681,turkey
CAY-681,chicken
CAY-681,beef
CAY-681,cereals
CAY-681,chocolate
CAY-681,juice
CAY-681,pepper
CAY-681,dumpling
CAY-681,potatoes
CAY-681,breakfast
CAY-681,juice
CAY-681,potatoes
CAY-681,chicken
CAY-681,soda
CAY-681,pie
CAY-681,pastry
CAY-681,potatoes
CAY-681,wrap
CAY-681,soda
CAY-681,dairy
CAY-681,wrap
CAY-681,juice
CAY-681,breakfast
CBD-686,cake
CBD-686,candy
CBD-686,chocolate
CBD-686,strawberries
CBD-686,pop
CBD-686,cake
CBD-686,chocolate
CBD-686,coke
CBD-686,chocolate
CBD-686,fruit
CBD-686,candy
CBD-686,cake
CBD-686,dessert
CBD-686,cake
CBD-686,soda
CBD-686,pie
CBD-686,beef
CBD-686,cake
CBF-691,sprouts
CBF-691,chicken
CBF-691,milk
CBF-691,lemon
CBF-691,orange
CBF-691,cheese
CBF-691,sprite
CBF-691,coke
CBF-691,macaroni
CBF-691,celery
CBF-691,carrots
CBF-691,tomatoes
CBF-691,bread
CBF-691,peppers
CBF-691,onions
CBF-691,bacon
CBF-691,eggs
CBF-691,icing
CBF-691,cake
CBF-691,pie
CBF-691,cherries
CBF-691,grapes
CBF-691,bananas
CBF-691,pepper
CBF-691,soda
CBF-691,juice
CBF-691,soda
CBF-691,juice
CBF-691,soda
CBH-693,juice
CBH-693,sprouts
CBH-693,water
CBH-693,apple
CBH-693,oranges
CBH-693,soda
CBH-693,grapes
CBH-693,candy
CBH-693,steak
CBH-693,chicken
CBH-693,pomegranate
CBH-693,carrots
CBH-693,turkey
CBH-693,ham
CBH-693,wraps
CBH-693,lettuce
CBH-693,tomatoes
CBH-693,spinach
CBH-693,jelly
CBH-693,bread
CBH-693,butter
CBH-693,meal
CBH-693,electrolyte
CBH-693,breakfast
CBH-693,fruit
CBH-693,juice
CBH-693,bread
CBH-693,dessert
CBH-693,juice
CBH-693,peanuts
CBH-693,electrolyte
CBH-693,wrap
CBJ-697,apple
CBJ-697,banana
CBJ-697,orange
CBJ-697,chicken
CBJ-697,milk
CBJ-697,soda
CBJ-697,lemonade
CBJ-697,meat
CBJ-697,eggs
CBJ-697,sausage
CBJ-697,salad
CBJ-697,milk
CBJ-697,bread
CBJ-697,candy
CBJ-697,ham
CBJ-697,fish
CBJ-697,burger
CBJ-697,tea
CBJ-697,juice
CBJ-697,noodles
CBL-698,pastry
CBL-698,pie
CBL-698,sandwich
CBL-698,chips
CBL-698,soda
CBL-698,sprite
CBL-698,coke
CBL-698,turkey
CBL-698,gravy
CBL-698,beans
CBL-698,bacon
CBL-698,water
CBL-698,sugar
CBL-698,salt
CBL-698,pepper
CBL-698,chicken
CBL-698,sauce
CBL-698,nuts
CBL-698,beverage
CBL-698,potatoes
CBL-698,pie
CBM-702,cereals
CBM-702,chocolate
CBM-702,apples
CBM-702,candy
CBM-702,soda
CBM-702,water
CBM-702,juice
CBM-702,sweets
CBM-702,meats
CBM-702,dairy
CBM-702,fruits
CBM-702,apples
CBM-702,bananas
CBM-702,onions
CBM-702,oatmeal
CBM-702,corn
CBM-702,celery
CBM-702,onions
CBM-702,milk
CBM-702,cheese
CBM-702,toast
CBM-702,breakfast
CBM-702,beans
CBM-702,peppers
CBM-702,pie
CBM-702,spices
CBM-702,vegetable
CBM-702,breakfast
CBP-707,juice
CBP-707,potato
CBP-707,wrap
CBP-707,cheese
CBP-707,pickles
CBP-707,cheese
CBP-707,water
CBP-707,tea
CBP-707,cake
CBP-707,apples
CBP-707,bananas
CBP-707,oranges
CBP-707,vegetable
CBP-707,beef
CBP-707,ham
CBP-707,turkey
CBP-707,peas
CBP-707,carrots
CBP-707,corn
CBP-707,chicken
CBP-707,biscuits
CBP-707,coke
CBP-707,sprite
CBP-707,fried
CBP-707,burger
CBP-707,beverage
CBP-707,macaroni
CBP-707,potatoes
CBP-707,juice
CBP-707,soda
CBP-707,pie
CBP-707,wrap
CBS-711,juice
CBS-711,sage
CBS-711,burger
CBS-711,soup
CBS-711,fat
CBS-711,water
CBS-711,pop
CBS-711,soup
CBS-711,coke
CBS-711,water
CBS-711,toast
CBS-711,pancakes
CBS-711,juice
CBS-711,burger
CBS-711,sandwich
CBS-711,pie
CBS-711,breakfast
CBW-715,beans
CBW-715,sprouts
CBW-715,candy
CBW-715,cauliflower
CBW-715,toast
CBW-715,butter
CBW-715,cheese
CBW-715,crackers
CBW-715,fish
CBW-715,lobster
CBW-715,crab
CBW-715,bread
CBW-715,shrimp
CBW-715,lettuce
CBW-715,carrots
CBW-715,beans
CBW-715,macaroni
CBW-715,dessert
CBW-715,sausage
CBW-715,pie
CBW-715,fish
CCB-720,bread
CCB-720,berries
CCB-720,sprouts
CCB-720,coke
CCB-720,strawberries
CCB-720,bananas
CCB-720,grapes
CCB-720,dessert
CCB-720,fruit
CCB-720,macaroni
CCB-720,soda
CCB-720,pie
CCB-720,dessert
CCB-720,beer
CCB-720,beverage
CCB-720,bread
CCD-722,peppers
CCD-722,olives
CCD-722,burger
CCD-722,cereals
CCD-722,cherries
CCD-722,fried
CCD-722,ketchup
CCD-722,mustard
CCD-722,lettuce
CCD-722,onions
CCD-722,pickles
CCD-722,tomatoes
CCD-722,buns
CCD-722,beer
CCD-722,wine
CCD-722,bread
CCD-722,cheese
CCD-722,ham
CCD-722,turkey
CCD-722,steak
CCD-722,lobster
CCD-722,crab
CCD-722,shrimp
CCD-722,biscuits
CCD-722,cucumbers
CCD-722,gravy
CCD-722,sausage
CCD-722,beef
CCD-722,ham
CCD-722,mushrooms
CCD-722,onions
CCD-722,peppers
CCD-722,water
CCD-722,sprite
CCD-722,macaroni
CCD-722,potatoes
CCD-722,mayonnaise
CCD-722,pastry
CCD-722,sauce
CCD-722,sausage
CCD-722,sauce
CCD-722,chips
CCD-722,peppers
CCD-722,rice
CCF-724,juice
CCF-724,sprouts
CCF-724,pepper
CCF-724,macaroni
CCF-724,water
CCF-724,chicken
CCF-724,sprite
CCF-724,ribs
CCF-724,lemonade
CCF-724,cheese
CCF-724,milk
CCF-724,juice
CCF-724,pie
CCF-724,beer
CCF-724,soda
CCF-724,tea
CCH-726,juice
CCH-726,coffee
CCH-726,milk
CCH-726,apple
CCH-726,pie
CCH-726,cake
CCH-726,banana
CCH-726,water
CCH-726,chocolate
CCH-726,crackers
CCH-726,onions
CCH-726,garlic
CCH-726,strawberries
CCH-726,cheese
CCH-726,pancakes
CCH-726,bacon
CCH-726,eggs
CCH-726,beef
CCH-726,pig
CCH-726,fruit
CCH-726,crackers
CCH-726,noodles
CCH-726,breakfast
CCX-744,sprouts
CCX-744,potatoes
CCX-744,soda
CCX-744,grapes
CCX-744,fish
CCX-744,chicken
CCX-744,pears
CCX-744,apples
CCX-744,bananas
CCX-744,turkey
CCX-744,dressing
CCX-744,ham
CCX-744,salad
CCX-744,candy
CCX-744,lemons
CCX-744,oranges
CCX-744,dessert
CCX-744,fruit
CCX-744,potatoes
CCX-744,pie
CCX-744,potatoes
CCX-744,dairy
CDG-753,nuts
CDG-753,pepper
CDG-753,fruit
CDG-753,gravy
CDG-753,peanuts
CDG-753,bread
CDG-753,bark
CDG-753,soda
CDG-753,water
CDG-753,brownies
CDG-753,cookies
CDG-753,chocolate
CDG-753,milk
CDG-753,lemonade
CDG-753,noodles
CDG-753,tomatoes
CDG-753,peppers
CDG-753,celery
CDG-753,jelly
CDG-753,plums
CDG-753,limes
CDG-753,lemons
CDG-753,jelly
CDG-753,juice
CDG-753,macaroni
CDG-753,fruit
CDG-753,juice
CDG-753,pastry
CDG-753,peanuts
CDG-753,beer
CDG-753,noodles
CDG-753,fruit
CDH-754,coke
CDH-754,dairy
CDH-754,soda
CDH-754,rice
CDH-754,chicken
CDH-754,turkey
CDH-754,sprite
CDH-754,soda
CDH-754,rice
CDH-754,dairy
CDM-759,cider
CDM-759,pie
CDM-759,bread
CDM-759,melon
CDM-759,cheese
CDM-759,chocolate
CDM-759,dessert
CDM-759,pie
CDM-759,chips
CDM-759,sausage
CDM-759,dessert
CDM-759,soda
CDM-759,cake
CDM-759,rolls
CDM-759,cranberries
CDM-759,raspberries
CDM-759,watermelon
CDM-759,strawberries
CDM-759,peaches
CDM-759,water
CDM-759,juice
CDM-759,wine
CDM-759,chips
CDM-759,macaroni
CDM-759,salad
CDM-759,pie
CDM-759,dumpling
CDM-759,cake
CDM-759,salad
CDM-759,noodles
CDM-759,dessert
CDR-764,juice
CDR-764,sauce
CDR-764,berries
CDR-764,coke
CDR-764,fat
CDR-764,juice
CDR-764,dessert
CDR-764,beverage
CDR-764,chicken
CDR-764,ketchup
CDR-764,steak
CDR-764,shrimp
CDR-764,ribs
CDR-764,cookies
CDR-764,fruit
CDR-764,cake
CDR-764,water
CDR-764,cherry
CDR-764,apple
CDR-764,strawberry
CDR-764,banana
CDR-764,milk
CDR-764,pop
CDR-764,milk
CDR-764,juice
CDR-764,pie
CDR-764,snack
CDR-764,beverage
CDR-764,tangerines
CDU-767,juice
CDU-767,breakfast
CDU-767,cereals
CDU-767,snack
CDU-767,juice
CDU-767,snack
CDU-767,electrolyte
CDU-767,rice
CDU-767,sprite
CDU-767,lemonade
CDU-767,coke
CDU-767,chicken
CDU-767,macaroni
CDU-767,greens
CDU-767,fish
CDU-767,pop
CDU-767,water
CDU-767,meats
CDU-767,sausages
CDU-767,bacon
CDU-767,eggs
CDU-767,biscuits
CDU-767,bananas
CDU-767,juice
CDU-767,soda
CDU-767,electrolyte
CDU-767,snack
CDU-767,noodles
SGO-159,sprouts
SGO-159,sausage
SGO-159,coke
SGO-159,pepper
SGO-159,crackers
SGO-159,breakfast
SGO-159,dessert
SGO-159,macaroni
SGO-159,soda
SGO-159,grape
SGO-159,cheese
SGO-159,meat
SGO-159,coke
SGO-159,orange
SGO-159,sprite
SGO-159,grape
SGO-159,cherry
SGO-159,chips
SGO-159,cookies
SGO-159,corn
SGO-159,apple
SGO-159,pineapple
SGO-159,strawberries
SGO-159,ham
SGO-159,chicken
SGO-159,pork
SGO-159,pastry
SGO-159,soda
SGO-159,pie
SGO-159,rolls
SGO-159,snack
SGO-159,beer
SGO-159,crackers
SGO-159,soda
SGO-159,coke
SKE-234,juice
SKE-234,bread
SKE-234,chicken
SKE-234,cereals
SKE-234,soda
SKE-234,juice
SKE-234,water
SKE-234,soda
SKE-234,pastry
SKE-234,milk
SKE-234,apples
SKE-234,fruit
SKE-234,grapes
SKE-234,coffee
SKE-234,pie
SKE-234,dumpling
SKE-234,noodles
SMK-401,bread
SMK-401,pie
SMK-401,coke
SMK-401,potatoes
SMK-401,pie
SMK-401,breakfast
SMK-401,dip
SMK-401,burger
SMK-401,chocolate
SMK-401,sausage
SMK-401,casserole
SMK-401,potatoes
SMK-401,cheese
SMK-401,chips
SMK-401,pie
SMK-401,sausage
SMK-401,milk
SMK-401,coke
SMK-401,sprite
SMK-401,corn
SMK-401,peas
SMK-401,grapes
SMK-401,apple
SMK-401,bananas
SMK-401,cheese
SMK-401,bread
SMK-401,dessert
SMK-401,chips
SMK-401,snack
SMK-401,sausage
SMK-401,candy
SMK-401,noodles
SMK-401,soda
SMK-401,potatoes
SNI-300,grill
SNI-300,macaroni
SNI-300,soda
SNI-300,water
SNI-300,chicken
SNI-300,burger
SNI-300,rice
SNI-300,steak
SNI-300,chinese
SNI-300,rice
SNI-300,juice
SNI-300,orange
SNI-300,lemon
SNI-300,apple
SNI-300,pear
SNI-300,lemon
SNI-300,pie
SNI-300,noodles
SNR-308,cereals
SNR-308,coke
SNR-308,peanuts
SNR-308,chips
SNR-308,candies
SNR-308,pop
SNR-308,lemonade
SNR-308,pies
SNR-308,cakes
SNR-308,brownies
SNR-308,sandwich
SNR-308,fish
SNR-308,chicken
SNR-308,pie
SNR-308,fish
SNT-310,sprouts
SNT-310,fruit
SNT-310,mayonnaise
SNT-310,soda
SNT-310,corn
SNT-310,potatoes
SNT-310,tomato
SNT-310,steak
SNT-310,apple
SNT-310,oranges
SNT-310,banana
SNT-310,plums
SNT-310,water
SNT-310,bread
SNT-310,turkey
SNT-310,mustard
SNT-310,lettuce
SNT-310,carrots
SNT-310,radishes
SNT-310,beets
SNT-310,cauliflower
SNT-310,beans
SNT-310,potatoes
SNV-312,milk
SNV-312,juice
SNV-312,berries
SNV-312,muffins
SNV-312,bread
SNV-312,wrap
SNV-312,noodles
SNV-312,milk
SNV-312,bread
SNV-312,electrolyte
SNV-312,breakfast
SNV-312,burger
SNV-312,sausage
SNV-312,casserole
SNV-312,potatoes
SNV-312,juice
SNV-312,peanuts
SNV-312,chicken
SNV-312,rice
SNV-312,corn
SNV-312,celery
SNV-312,water
SNV-312,turkey
SNV-312,ham
SNV-312,wings
SNV-312,electrolyte
SNV-312,apples
SNV-312,oranges
SNV-312,strawberry
SNV-312,raspberries
SNV-312,noodles
SNV-312,breakfast
SNY-315,juice
SNY-315,cereals
SNY-315,crackers
SNY-315,soup
SNY-315,juice
SNY-315,chocolate
SNY-315,macaroni
SNY-315,juice
SNY-315,chicken
SNY-315,water
SNY-315,pop
SNY-315,steak
SNY-315,bread
SNY-315,milk
SNY-315,bananas
SNY-315,apples
SNY-315,oranges
SNY-315,grapes
SNY-315,lettuce
SNY-315,crackers
SNY-315,tea
SNY-315,tomato
SNY-315,soup
SOA-317,juice
SOA-317,pop
SOA-317,food
SOA-317,water
SOA-317,chew
SOA-317,orange
SOA-317,beer
SOQ-329,berries
SOQ-329,sprouts
SOQ-329,beans
SOQ-329,burger
SOQ-329,dessert
SOQ-329,fruit
SOQ-329,meat
SOQ-329,pie
SOQ-329,banana
SOQ-329,apple
SOQ-329,water
SOQ-329,soda
SOQ-329,orange
SOQ-329,strawberry
SOQ-329,chocolate
SOQ-329,beer
SOQ-329,chips
SOQ-329,chicken
SOQ-329,beef
SOQ-329,bacon
SOQ-329,steak
SOQ-329,peas
SOQ-329,carrots
SOQ-329,spinach
SOQ-329,corn
SOQ-329,cherries
SPL-436,cheese
SPL-436,toast
SPL-436,electrolyte
SPL-436,dessert
SPL-436,electrolyte
SPL-436,lemonade
SPL-436,chips
SPL-436,gingerbread
SPL-436,cake
SPL-436,cookies
SPL-436,turkey
SPL-436,ham
SPL-436,eggs
SPL-436,peanuts
SPV-450,potatoes
SPV-450,bread
SPV-450,peppers
SPV-450,burger
SPV-450,sausage
SPV-450,dessert
SPV-450,casserole
SPV-450,pie
SPV-450,water
SPV-450,watermelon
SPV-450,candy
SPV-450,liquor
SPV-450,mustard
SPV-450,tomatoes
SPV-450,onions
SPV-450,soda
SPV-450,corn
SPV-450,strawberries
SPV-450,lettuce
SPV-450,cheese
SPV-450,noodles
SPV-450,wrap
SRF-483,chicken
SRF-483,burger
SRF-483,macaroni
SRF-483,cheese
SRF-483,ribs
SRF-483,wings
SRF-483,soda
SRF-483,water
SRF-483,pickles
SRF-483,peppers
SRF-483,cheese
SRF-483,noodles
SRR-498,burger
SRR-498,fudge
SRR-498,milk
SRR-498,fried
SRR-498,burger
SRR-498,meal
SRR-498,omelet
SRR-498,sandwich
SRR-498,pie
SRR-498,dumpling
SRR-498,noodles
SRR-498,milk
SRR-498,soda
SRR-498,eggs
SRR-498,bacon
SRR-498,toast
SRR-498,pudding
SRR-498,cake
SRR-498,noodles
SRR-498,water
SRR-498,milk
SRR-498,wrap
SSG-520,noodles
SSG-520,cuttlefish
SSG-520,chicken
SSG-520,beverage
SSG-520,juice
SSG-520,noodles
SSG-520,water
SSG-520,milk
SSG-520,fish
SSG-520,shrimp
SSG-520,lemonade
SSG-520,candy
SSG-520,juice
SUG-544,soda
SUG-544,pepper
SUG-544,ice
SUG-544,soda
SUG-544,pie
SUG-544,potato
SUG-544,corn
SUG-544,beans
SUG-544,soup
SUG-544,tea
SUG-544,lemonade
SUG-544,watermelon
SUG-544,pumpkin
SUG-544,cherry
SUG-544,apple
SUG-544,orange
SVH-570,juice
SVH-570,meat
SVH-570,sprouts
SVH-570,coke
SVH-570,dessert
SVH-570,meat
SVH-570,juice
SVH-570,dessert
SVH-570,cake
SVH-570,fruit
SVH-570,milk
SVH-570,water
SVH-570,steak
SVH-570,lettuce
SVH-570,salad
SVH-570,sprite
SVY-587,bread
SVY-587,chicken
SVY-587,potatoes
SVY-587,burger
SVY-587,sausage
SVY-587,sauce
SVY-587,peanuts
SVY-587,pie
SVY-587,cuttlefish
SVY-587,peaches
SVY-587,apples
SVY-587,soda
SVY-587,chicken
SVY-587,carrots
SVY-587,cabbage
SVY-587,lettuce
SVY-587,cheese
SVY-587,soup
SVY-587,dairy
SZA-781,cider
SZA-781,juice
SZA-781,noodles
SZA-781,fish
SZA-781,juice
SZA-781,tomatoes
SZA-781,vegetables
SZA-781,asparagus
SZA-781,salmon
