SID,entry,evaluation,replacement
CAV-678,mountain dew,EXCLUDE,EXCLUDE
CAV-678,dr pepper,EXCLUDE,EXCLUDE
CAV-678,sprite,REPLACE,spice
CAV-678,diet rite,EXCLUDE,EXCLUDE
CAV-678,rice,FOUND,rice
CAV-678,noodles,FOUND,noodles
CAY-681,apples,REPLACE,apple
CAY-681,bananas,REPLACE,banana
CAY-681,peaches,REPLACE,peach
CAY-681,oranges,REPLACE,orange
CAY-681,pizza,FOUND,pizza
CAY-681,hot wings,EXCLUDE,EXCLUDE
CAY-681,french fries,FOUND,french fries
CAY-681,sour cream,FOUND,sour cream
CAY-681,potato skins,EXCLUDE,EXCLUDE
CAY-681,pepsi,EXCLUDE,EXCLUDE
CAY-681,dr pepper,EXCLUDE,EXCLUDE
CAY-681,mountain dew,EXCLUDE,EXCLUDE
CAY-681,dr pepper,EXCLUDE,EXCLUDE
CAY-681,sprite,REPLACE,spice
CAY-681,sierra mist,EXCLUDE,EXCLUDE
CAY-681,milk,FOUND,milk
CAY-681,water,FOUND,water
CAY-681,juice,FOUND,juice
CAY-681,apple juice,EXCLUDE,EXCLUDE
CAY-681,cranberry juice,EXCLUDE,EXCLUDE
CAY-681,grape juice,EXCLUDE,EXCLUDE
CAY-681,cranapple juice,EXCLUDE,EXCLUDE
CAY-681,v8 juice,EXCLUDE,EXCLUDE
CAY-681,bread,FOUND,bread
CAY-681,sandwiches,REPLACE,sandwich
CAY-681,bologna,FOUND,bologna
CAY-681,turkey,FOUND,turkey
CAY-681,chicken,FOUND,chicken
CAY-681,beef,FOUND,beef
CAY-681,empanadas,EXCLUDE,EXCLUDE
CAY-681,empanidas,EXCLUDE,EXCLUDE
CAY-681,quesadillas,REPLACE,quesadilla
CAY-681,tacos,REPLACE,taco
CAY-681,burritos,REPLACE,burrito
CAY-681,waffles,FOUND,waffles
CAY-681,hashbrowns,FOUND,hashbrowns
CAY-681,poptarts,REPLACE,pop tart
CAY-681,granola bars,REPLACE,granola bar
CAY-681,cereal,FOUND,cereal
CAY-681,chocolate syrup,EXCLUDE,EXCLUDE
CBD-686,pizza,FOUND,pizza
CBD-686,candy,FOUND,candy
CBD-686,chocolate,FOUND,chocolate
CBD-686,kiwis,REPLACE,kiwi
CBD-686,strawberries,FOUND,strawberries
CBD-686,marshmallows,REPLACE,marshmallow
CBD-686,pop,EXCLUDE,EXCLUDE
CBD-686,pepsis,EXCLUDE,EXCLUDE
CBD-686,coca cola,EXCLUDE,EXCLUDE
CBD-686,m&ms,EXCLUDE,EXCLUDE
CBD-686,hersheys,EXCLUDE,EXCLUDE
CBD-686,chocolate covered marshmallows,EXCLUDE,EXCLUDE
CBD-686,chocolate covered strawberries,EXCLUDE,EXCLUDE
CBD-686,chocolate covered brownies,EXCLUDE,EXCLUDE
CBD-686,cake,FOUND,cake
CBD-686,chocolate cake,EXCLUDE,EXCLUDE
CBD-686,marble cake,EXCLUDE,EXCLUDE
CBD-686,vanilla cake,EXCLUDE,EXCLUDE
CBD-686,nasty cake,EXCLUDE,EXCLUDE
CBD-686,cake that has sugar on it,EXCLUDE,EXCLUDE
CBD-686,salsberry steak,EXCLUDE,EXCLUDE
CBF-691,chicken,FOUND,chicken
CBF-691,milk,FOUND,milk
CBF-691,lemon,FOUND,lemon
CBF-691,orange,FOUND,orange
CBF-691,cheese,FOUND,cheese
CBF-691,orange juice,FOUND,orange juice
CBF-691,grape juice,EXCLUDE,EXCLUDE
CBF-691,sprite,REPLACE,spice
CBF-691,coke,REPLACE,cookie
CBF-691,pepsi,EXCLUDE,EXCLUDE
CBF-691,mountain dew,EXCLUDE,EXCLUDE
CBF-691,dr pepper,EXCLUDE,EXCLUDE
CBF-691,ginger ale,EXCLUDE,EXCLUDE
CBF-691,macaroni,FOUND,macaroni
CBF-691,celery,FOUND,celery
CBF-691,carrots,FOUND,carrots
CBF-691,broccoli,FOUND,broccoli
CBF-691,tomatoes,REPLACE,tomato
CBF-691,bread,FOUND,bread
CBF-691,peppers,FOUND,peppers
CBF-691,onions,FOUND,onions
CBF-691,bacon,FOUND,bacon
CBF-691,eggs,FOUND,eggs
CBF-691,icing,EXCLUDE,EXCLUDE
CBF-691,cake,FOUND,cake
CBF-691,pie,FOUND,pie
CBF-691,cherries,FOUND,cherries
CBF-691,grapes,FOUND,grapes
CBF-691,bananas,REPLACE,banana
CBF-691,brussel sprouts,REPLACE,brussels sprouts
CBH-693,water,FOUND,water
CBH-693,apple,FOUND,apple
CBH-693,oranges,REPLACE,orange
CBH-693,soda,FOUND,soda
CBH-693,grapes,FOUND,grapes
CBH-693,granola bars,REPLACE,granola bar
CBH-693,candy,FOUND,candy
CBH-693,hot pockets,REPLACE,hot pocket
CBH-693,steak,FOUND,steak
CBH-693,chicken,FOUND,chicken
CBH-693,tacos,REPLACE,taco
CBH-693,fast food,EXCLUDE,EXCLUDE
CBH-693,pomegranate,FOUND,pomegranate
CBH-693,grapefruits,REPLACE,grapefruit
CBH-693,carrots,FOUND,carrots
CBH-693,broccoli,FOUND,broccoli
CBH-693,ice cream,FOUND,ice cream
CBH-693,turkey,FOUND,turkey
CBH-693,ham,FOUND,ham
CBH-693,wraps,REPLACE,wrap
CBH-693,lettuce,FOUND,lettuce
CBH-693,tomatoes,REPLACE,tomato
CBH-693,spinach,FOUND,spinach
CBH-693,apple juice,EXCLUDE,EXCLUDE
CBH-693,orange juice,FOUND,orange juice
CBH-693,grape juice,EXCLUDE,EXCLUDE
CBH-693,jelly,FOUND,jelly
CBH-693,peanut butter,FOUND,peanut butter
CBH-693,bread,FOUND,bread
CBH-693,butter,FOUND,butter
CBH-693,gatorade,EXCLUDE,EXCLUDE
CBH-693,powerade,EXCLUDE,EXCLUDE
CBJ-697,hamburger,FOUND,hamburger
CBJ-697,apple,FOUND,apple
CBJ-697,banana,FOUND,banana
CBJ-697,orange,FOUND,orange
CBJ-697,spaghetti,FOUND,spaghetti
CBJ-697,chicken,FOUND,chicken
CBJ-697,milk,FOUND,milk
CBJ-697,soda,FOUND,soda
CBJ-697,lemonade,FOUND,lemonade
CBJ-697,iced tea,EXCLUDE,EXCLUDE
CBJ-697,meat,FOUND,meat
CBJ-697,eggs,FOUND,eggs
CBJ-697,sausage,FOUND,sausage
CBJ-697,salad,FOUND,salad
CBJ-697,milk,FOUND,milk
CBJ-697,orange juice,FOUND,orange juice
CBJ-697,bread,FOUND,bread
CBJ-697,candy,FOUND,candy
CBJ-697,ham,FOUND,ham
CBJ-697,fish,FOUND,fish
CBL-698,chips,FOUND,chips
CBL-698,soda,FOUND,soda
CBL-698,sprite,REPLACE,spice
CBL-698,coke,REPLACE,cookie
CBL-698,mashed potatoes,FOUND,mashed potatoes
CBL-698,turkey,FOUND,turkey
CBL-698,gravy,FOUND,gravy
CBL-698,beans,FOUND,beans
CBL-698,bacon,FOUND,bacon
CBL-698,water,FOUND,water
CBL-698,koolaid,EXCLUDE,EXCLUDE
CBL-698,sugar,FOUND,sugar
CBL-698,salt,FOUND,salt
CBL-698,pepper,FOUND,pepper
CBL-698,chicken,FOUND,chicken
CBL-698,chicken sandwich,FOUND,chicken sandwich
CBL-698,pizza,FOUND,pizza
CBL-698,chicken pot pie,REPLACE,chicken potpie
CBL-698,cranberry sauce,FOUND,cranberry sauce
CBL-698,baklava,FOUND,baklava
CBL-698,donuts,REPLACE,donut
CBM-702,apples,REPLACE,apple
CBM-702,pizza,FOUND,pizza
CBM-702,candy,FOUND,candy
CBM-702,soda,FOUND,soda
CBM-702,water,FOUND,water
CBM-702,juice,FOUND,juice
CBM-702,cereal,FOUND,cereal
CBM-702,granola bars,REPLACE,granola bar
CBM-702,sweets,REPLACE,seeds
CBM-702,chocolates,REPLACE,chocolate
CBM-702,seasonings,EXCLUDE,EXCLUDE
CBM-702,meats,REPLACE,meat
CBM-702,dairy,FOUND,dairy
CBM-702,veggie,EXCLUDE,EXCLUDE
CBM-702,fruits,FOUND,fruits
CBM-702,apples,REPLACE,apple
CBM-702,bananas,REPLACE,banana
CBM-702,green peppers,FOUND,green peppers
CBM-702,onions,FOUND,onions
CBM-702,all foods,EXCLUDE,EXCLUDE
CBM-702,oatmeal,FOUND,oatmeal
CBM-702,green beans,FOUND,green beans
CBM-702,corn,FOUND,corn
CBM-702,veggies,EXCLUDE,EXCLUDE
CBM-702,french toast,FOUND,french toast
CBM-702,waffles,FOUND,waffles
CBM-702,celery,FOUND,celery
CBM-702,onions,FOUND,onions
CBM-702,milk,FOUND,milk
CBM-702,cheese,FOUND,cheese
CBP-707,hamburgers,REPLACE,hamburger
CBP-707,pizza,FOUND,pizza
CBP-707,pickles,REPLACE,pickle
CBP-707,cheese,FOUND,cheese
CBP-707,fries,FOUND,fries
CBP-707,water,FOUND,water
CBP-707,koolaid,EXCLUDE,EXCLUDE
CBP-707,tea,FOUND,tea
CBP-707,cake,FOUND,cake
CBP-707,apples,REPLACE,apple
CBP-707,bananas,REPLACE,banana
CBP-707,oranges,REPLACE,orange
CBP-707,eggplant,FOUND,eggplant
CBP-707,cheese stick,FOUND,cheese stick
CBP-707,burrito,FOUND,burrito
CBP-707,quesadilla,FOUND,quesadilla
CBP-707,beef,FOUND,beef
CBP-707,ham,FOUND,ham
CBP-707,turkey,FOUND,turkey
CBP-707,macaroni and cheese,FOUND,macaroni and cheese
CBP-707,mashed potatoes,FOUND,mashed potatoes
CBP-707,baked potato,FOUND,baked potato
CBP-707,peas,FOUND,peas
CBP-707,carrots,FOUND,carrots
CBP-707,corn,FOUND,corn
CBP-707,chicken,FOUND,chicken
CBP-707,biscuits,REPLACE,biscuit
CBP-707,orange juice,FOUND,orange juice
CBP-707,apple juice,EXCLUDE,EXCLUDE
CBP-707,pepsi,EXCLUDE,EXCLUDE
CBP-707,coke,REPLACE,cookie
CBP-707,sprite,REPLACE,spice
CBS-711,pizza,FOUND,pizza
CBS-711,hamburgers,REPLACE,hamburger
CBS-711,water,FOUND,water
CBS-711,pop,EXCLUDE,EXCLUDE
CBS-711,cheeseburger,FOUND,cheeseburger
CBS-711,soup,FOUND,soup
CBS-711,coke,REPLACE,cookie
CBS-711,fanta,REPLACE,fat
CBS-711,chicken nugget soup,EXCLUDE,EXCLUDE
CBS-711,water,FOUND,water
CBS-711,grape juice,EXCLUDE,EXCLUDE
CBS-711,peanut butter and jelly,EXCLUDE,EXCLUDE
CBS-711,apple juice,EXCLUDE,EXCLUDE
CBS-711,bagel,FOUND,bagel
CBS-711,toast,FOUND,toast
CBS-711,waffles,FOUND,waffles
CBS-711,pancakes,FOUND,pancakes
CBS-711,french toast,FOUND,french toast
CBW-715,mac and cheese,FOUND,mac and cheese
CBW-715,toast,FOUND,toast
CBW-715,butter,FOUND,butter
CBW-715,pizza,FOUND,pizza
CBW-715,pepperoni,FOUND,pepperoni
CBW-715,cheese,FOUND,cheese
CBW-715,broccoli,FOUND,broccoli
CBW-715,crackers,FOUND,crackers
CBW-715,tuna,FOUND,tuna
CBW-715,fish,FOUND,fish
CBW-715,lobster,FOUND,lobster
CBW-715,crab,FOUND,crab
CBW-715,bread,FOUND,bread
CBW-715,shrimp,FOUND,shrimp
CBW-715,cauliflour,REPLACE,cauliflower
CBW-715,lettuce,FOUND,lettuce
CBW-715,carrots,FOUND,carrots
CBW-715,green beans,FOUND,green beans
CBW-715,beans,FOUND,beans
CBW-715,black beans,FOUND,black beans
CBW-715,marshmallows,REPLACE,marshmallow
CBW-715,candy canes,REPLACE,candy cane
CCB-720,root beer,EXCLUDE,EXCLUDE
CCB-720,pizza,FOUND,pizza
CCB-720,broccoli,FOUND,broccoli
CCB-720,macaroni and cheese,FOUND,macaroni and cheese
CCB-720,coca cola,EXCLUDE,EXCLUDE
CCB-720,pepsi,EXCLUDE,EXCLUDE
CCB-720,ice cream,FOUND,ice cream
CCB-720,popsicles,REPLACE,popsicle
CCB-720,strawberries,FOUND,strawberries
CCB-720,blueberries,FOUND,blueberries
CCB-720,bananas,REPLACE,banana
CCB-720,grapes,FOUND,grapes
CCB-720,kiwi,FOUND,kiwi
CCB-720,zucchini bread,FOUND,zucchini bread
CCB-720,banana bread,FOUND,banana bread
CCB-720,smoothies,REPLACE,smoothie
CCD-722,burgers,REPLACE,burger
CCD-722,fries,FOUND,fries
CCD-722,ketchup,FOUND,ketchup
CCD-722,mustard,FOUND,mustard
CCD-722,lettuce,FOUND,lettuce
CCD-722,onions,FOUND,onions
CCD-722,pickles,REPLACE,pickle
CCD-722,tomatoes,REPLACE,tomato
CCD-722,mayo,REPLACE,matzo
CCD-722,buns,REPLACE,bun
CCD-722,beer,FOUND,beer
CCD-722,wine,FOUND,wine
CCD-722,bread,FOUND,bread
CCD-722,cheese,FOUND,cheese
CCD-722,ham,FOUND,ham
CCD-722,turkey,FOUND,turkey
CCD-722,steak,FOUND,steak
CCD-722,lobster,FOUND,lobster
CCD-722,crab,FOUND,crab
CCD-722,shrimp,FOUND,shrimp
CCD-722,biscuits,REPLACE,biscuit
CCD-722,graxy,REPLACE,gravy
CCD-722,mashed potatoes,FOUND,mashed potatoes
CCD-722,mac and cheese,FOUND,mac and cheese
CCD-722,pasta,FOUND,pasta
CCD-722,pesto,FOUND,pesto
CCD-722,green peppers,FOUND,green peppers
CCD-722,cucumbers,REPLACE,cucumber
CCD-722,red peppers,FOUND,red peppers
CCD-722,sausage,FOUND,sausage
CCD-722,beef,FOUND,beef
CCD-722,ham,FOUND,ham
CCD-722,mushrooms,FOUND,mushrooms
CCD-722,onions,FOUND,onions
CCD-722,pepperoni,FOUND,pepperoni
CCD-722,banana peppers,REPLACE,banana pepper
CCD-722,black olives,FOUND,black olives
CCD-722,pasta sauce,EXCLUDE,EXCLUDE
CCD-722,potato chips,FOUND,potato chips
CCD-722,rice cakes,REPLACE,rice cake
CCD-722,cereal,FOUND,cereal
CCD-722,cheerios,REPLACE,cheetos
CCD-722,water,FOUND,water
CCD-722,sprite,REPLACE,spice
CCF-724,sweet tea,EXCLUDE,EXCLUDE
CCF-724,macaroni,FOUND,macaroni
CCF-724,pizza,FOUND,pizza
CCF-724,water,FOUND,water
CCF-724,chicken,FOUND,chicken
CCF-724,sprite,REPLACE,spice
CCF-724,sweet tea,EXCLUDE,EXCLUDE
CCF-724,ribs,FOUND,ribs
CCF-724,lemonade,FOUND,lemonade
CCF-724,broccoli,FOUND,broccoli
CCF-724,cheese,FOUND,cheese
CCF-724,dr pepper,EXCLUDE,EXCLUDE
CCF-724,sunkist,EXCLUDE,EXCLUDE
CCF-724,root beer,EXCLUDE,EXCLUDE
CCF-724,milk,FOUND,milk
CCF-724,apple juice,EXCLUDE,EXCLUDE
CCF-724,orange juice,FOUND,orange juice
CCH-726,coffee,FOUND,coffee
CCH-726,milk,FOUND,milk
CCH-726,apple,FOUND,apple
CCH-726,pie,FOUND,pie
CCH-726,cake,FOUND,cake
CCH-726,banana,FOUND,banana
CCH-726,water,FOUND,water
CCH-726,kiwi,FOUND,kiwi
CCH-726,chocolate,FOUND,chocolate
CCH-726,crackers,FOUND,crackers
CCH-726,onions,FOUND,onions
CCH-726,garlic,FOUND,garlic
CCH-726,pretzels,FOUND,pretzels
CCH-726,strawberries,FOUND,strawberries
CCH-726,fruit juice,EXCLUDE,EXCLUDE
CCH-726,cheese,FOUND,cheese
CCH-726,pancakes,FOUND,pancakes
CCH-726,waffles,FOUND,waffles
CCH-726,bacon,FOUND,bacon
CCH-726,eggs,FOUND,eggs
CCH-726,beef,FOUND,beef
CCH-726,pig,REPLACE,pie
CCH-726,spaghetti,FOUND,spaghetti
CCX-744,soda,FOUND,soda
CCX-744,grapes,FOUND,grapes
CCX-744,fish,FOUND,fish
CCX-744,chicken,FOUND,chicken
CCX-744,broccoli,FOUND,broccoli
CCX-744,pears,REPLACE,peas
CCX-744,apples,REPLACE,apple
CCX-744,bananas,REPLACE,banana
CCX-744,mangoes,REPLACE,mango
CCX-744,mashed potatoes,FOUND,mashed potatoes
CCX-744,sweet potatoes,FOUND,sweet potatoes
CCX-744,turkey,FOUND,turkey
CCX-744,dressing,FOUND,dressing
CCX-744,ham,FOUND,ham
CCX-744,french fries,FOUND,french fries
CCX-744,pizza,FOUND,pizza
CCX-744,salad,FOUND,salad
CCX-744,ice cream,FOUND,ice cream
CCX-744,yogurt,FOUND,yogurt
CCX-744,candy,FOUND,candy
CCX-744,lemons,REPLACE,lemon
CCX-744,oranges,REPLACE,orange
CDG-753,peanuts,FOUND,peanuts
CDG-753,cashews,FOUND,cashews
CDG-753,bread,FOUND,bread
CDG-753,bark,REPLACE,shark
CDG-753,soda,FOUND,soda
CDG-753,root beer,EXCLUDE,EXCLUDE
CDG-753,dr pepper,EXCLUDE,EXCLUDE
CDG-753,water,FOUND,water
CDG-753,jello,FOUND,jello
CDG-753,brownies,REPLACE,brownie
CDG-753,cookies,REPLACE,cookie
CDG-753,chocolate,FOUND,chocolate
CDG-753,milk,FOUND,milk
CDG-753,orange juice,FOUND,orange juice
CDG-753,lime juice,EXCLUDE,EXCLUDE
CDG-753,lemonade,FOUND,lemonade
CDG-753,noodles,FOUND,noodles
CDG-753,mac and cheese,FOUND,mac and cheese
CDG-753,pasta,FOUND,pasta
CDG-753,spaghetti,FOUND,spaghetti
CDG-753,tomatoes,REPLACE,tomato
CDG-753,peppers,FOUND,peppers
CDG-753,celery,FOUND,celery
CDG-753,peanut butter,FOUND,peanut butter
CDG-753,jelly,FOUND,jelly
CDG-753,plums,REPLACE,plum
CDG-753,mangoes,REPLACE,mango
CDG-753,guava,FOUND,guava
CDG-753,plums,REPLACE,plum
CDG-753,grapefruit,FOUND,grapefruit
CDG-753,starfruit,FOUND,starfruit
CDG-753,limes,REPLACE,lime
CDG-753,lemons,REPLACE,lemon
CDH-754,coca cola,EXCLUDE,EXCLUDE
CDH-754,cherry coca cola,EXCLUDE,EXCLUDE
CDH-754,fanta orange,EXCLUDE,EXCLUDE
CDH-754,fanta strawberry,EXCLUDE,EXCLUDE
CDH-754,fanta pineapple,EXCLUDE,EXCLUDE
CDH-754,fanta grape,EXCLUDE,EXCLUDE
CDH-754,fried rice,FOUND,fried rice
CDH-754,sreamed rice,EXCLUDE,EXCLUDE
CDH-754,chicken,FOUND,chicken
CDH-754,turkey,FOUND,turkey
CDH-754,danimals crunchers,EXCLUDE,EXCLUDE
CDH-754,yogurt,FOUND,yogurt
CDH-754,danimals smoothies,EXCLUDE,EXCLUDE
CDH-754,sprite,REPLACE,spice
CDH-754,sprite zero,EXCLUDE,EXCLUDE
CDM-759,soda,FOUND,soda
CDM-759,macaroni and cheese,FOUND,macaroni and cheese
CDM-759,spaghetti,FOUND,spaghetti
CDM-759,ice cream,FOUND,ice cream
CDM-759,cake,FOUND,cake
CDM-759,pizza,FOUND,pizza
CDM-759,maggiano salads,EXCLUDE,EXCLUDE
CDM-759,rolls,REPLACE,roll
CDM-759,hot dogs,REPLACE,hot dog
CDM-759,cranberries,FOUND,cranberries
CDM-759,raspberries,FOUND,raspberries
CDM-759,watermelon,FOUND,watermelon
CDM-759,strawberries,FOUND,strawberries
CDM-759,cantaloupe,FOUND,cantaloupe
CDM-759,peaches,REPLACE,peach
CDM-759,water,FOUND,water
CDM-759,juice,FOUND,juice
CDM-759,apple cider,EXCLUDE,EXCLUDE
CDM-759,wine,FOUND,wine
CDM-759,coconut cream pie,EXCLUDE,EXCLUDE
CDM-759,chocolate pie,FOUND,chocolate pie
CDM-759,apple pie,FOUND,apple pie
CDM-759,coconut pie,EXCLUDE,EXCLUDE
CDM-759,pumpkin pie,FOUND,pumpkin pie
CDM-759,chocolate ice cream,EXCLUDE,EXCLUDE
CDM-759,vanilla ice cream,EXCLUDE,EXCLUDE
CDM-759,red velvet cake,EXCLUDE,EXCLUDE
CDM-759,chocolate balls,EXCLUDE,EXCLUDE
CDM-759,ravioli,FOUND,ravioli
CDM-759,breadsticks,FOUND,breadsticks
CDM-759,cheese sause,EXCLUDE,EXCLUDE
CDM-759,salsa,FOUND,salsa
CDM-759,chips,FOUND,chips
CDM-759,doritos,FOUND,doritos
CDM-759,cool ranch doritos,EXCLUDE,EXCLUDE
CDR-764,chicken,FOUND,chicken
CDR-764,chicken,FOUND,chicken
CDR-764,ketchup,FOUND,ketchup
CDR-764,popcorn,FOUND,popcorn
CDR-764,pizza,FOUND,pizza
CDR-764,orange juice,FOUND,orange juice
CDR-764,apple juice,EXCLUDE,EXCLUDE
CDR-764,grape juice,EXCLUDE,EXCLUDE
CDR-764,steak,FOUND,steak
CDR-764,shrimp,FOUND,shrimp
CDR-764,ribs,FOUND,ribs
CDR-764,cookies,REPLACE,cookie
CDR-764,ice cream,FOUND,ice cream
CDR-764,cake,FOUND,cake
CDR-764,smoothie,FOUND,smoothie
CDR-764,milkshake,FOUND,milkshake
CDR-764,slushie,REPLACE,sushi
CDR-764,ice cream,FOUND,ice cream
CDR-764,water,FOUND,water
CDR-764,koolaid,EXCLUDE,EXCLUDE
CDR-764,cherry,FOUND,cherry
CDR-764,apple,FOUND,apple
CDR-764,strawberry,FOUND,strawberry
CDR-764,banana,FOUND,banana
CDR-764,tangerine,FOUND,tangerine
CDR-764,mango,FOUND,mango
CDR-764,blueberries,FOUND,blueberries
CDR-764,milk,FOUND,milk
CDR-764,applesauce,FOUND,applesauce
CDR-764,pop,EXCLUDE,EXCLUDE
CDR-764,coca cola,EXCLUDE,EXCLUDE
CDR-764,fanta,REPLACE,fat
CDU-767,sprite,REPLACE,spice
CDU-767,pepsi,EXCLUDE,EXCLUDE
CDU-767,lemonade,FOUND,lemonade
CDU-767,coke,REPLACE,cookie
CDU-767,orange juice,FOUND,orange juice
CDU-767,apple juice,EXCLUDE,EXCLUDE
CDU-767,cranberry juice,EXCLUDE,EXCLUDE
CDU-767,spaghetti,FOUND,spaghetti
CDU-767,chicken,FOUND,chicken
CDU-767,macaroni,FOUND,macaroni
CDU-767,greens,FOUND,greens
CDU-767,fish,FOUND,fish
CDU-767,pop,EXCLUDE,EXCLUDE
CDU-767,water,FOUND,water
CDU-767,gatorade,EXCLUDE,EXCLUDE
CDU-767,powerade,EXCLUDE,EXCLUDE
CDU-767,jambalaya,FOUND,jambalaya
CDU-767,meats,REPLACE,meat
CDU-767,sausages,REPLACE,sausage
CDU-767,bacon,FOUND,bacon
CDU-767,eggs,FOUND,eggs
CDU-767,biscuits,REPLACE,biscuit
CDU-767,bagels,REPLACE,bagel
CDU-767,bananas,REPLACE,banana
CDU-767,cereal,FOUND,cereal
CDU-767,rice krispie treats,EXCLUDE,EXCLUDE
CDU-767,fruit snacks,FOUND,fruit snacks
