"ID","Word1","Word2","Phonemes1","Phonemes2","Shared_Cont_Phonemes"
956268845,"butter","toast","[['B', 'AH1', 'T', 'ER0']]","[['T', 'OW1', 'S', 'T']]",1
956268845,"toast","burger","[['T', 'OW1', 'S', 'T']]","[['B', 'ER1', 'G', 'ER0']]",0
956268845,"burger","cheese","[['B', 'ER1', 'G', 'ER0']]","[['CH', 'IY1', 'Z']]",0
956268845,"cheese","soda","[['CH', 'IY1', 'Z']]","[['S', 'OW1', 'D', 'AH0']]",0
956268845,"soda","water","[['S', 'OW1', 'D', 'AH0']]","[['W', 'AO1', 'T', 'ER0']]",0
956268845,"water","milk","[['W', 'AO1', 'T', 'ER0']]","[['M', 'IH1', 'L', 'K']]",0
956268845,"milk","cucumbers","[['M', 'IH1', 'L', 'K']]","[['K', 'Y', 'UW1', 'K', 'AH0', 'M', 'ER0', 'Z']]",1
956268845,"cucumbers","pickles","[['K', 'Y', 'UW1', 'K', 'AH0', 'M', 'ER0', 'Z']]","[['P', 'IH1', 'K', 'AH0', 'L', 'Z']]",2
956268845,"pickles","chocolate","[['P', 'IH1', 'K', 'AH0', 'L', 'Z']]","[['CH', 'AO1', 'K', 'L', 'AH0', 'T']]",1
956268845,"chocolate","vanilla","[['CH', 'AO1', 'K', 'L', 'AH0', 'T']]","[['V', 'AH0', 'N', 'IH1', 'L', 'AH0']]",2
956268845,"vanilla","cinnamon","[['V', 'AH0', 'N', 'IH1', 'L', 'AH0']]","[['S', 'IH1', 'N', 'AH0', 'M', 'AH0', 'N']]",2
956268845,"cinnamon","sugar","[['S', 'IH1', 'N', 'AH0', 'M', 'AH0', 'N']]","[['SH', 'UH1', 'G', 'ER0']]",0
956268845,"sugar","rosemary","[['SH', 'UH1', 'G', 'ER0']]","[['R', 'OW1', 'Z', 'M', 'EH2', 'R', 'IY0']]",0
956268845,"rosemary","blueberries","[['R', 'OW1', 'Z', 'M', 'EH2', 'R', 'IY0']]","[['B', 'L', 'UW1', 'B', 'EH2', 'R', 'IY0', 'Z']]",3
956268845,"blueberries","cranberryjucie","[['B', 'L', 'UW1', 'B', 'EH2', 'R', 'IY0', 'Z']]","[['K', 'R', 'AE1', 'N', 'B', 'EH2', 'R', 'IY0', 'JH', 'UW1', 'S', 'IY1'], ['K', 'R', 'AE1', 'N', 'B', 'EH2', 'R', 'IY0', 'JH', 'UW1', 'S', 'IY1', 'AY1', 'IY1']]",4
956268845,"cranberryjucie","grapejuice","[['K', 'R', 'AE1', 'N', 'B', 'EH2', 'R', 'IY0', 'JH', 'UW1', 'S', 'IY1'], ['K', 'R', 'AE1', 'N', 'B', 'EH2', 'R', 'IY0', 'JH', 'UW1', 'S', 'IY1', 'AY1', 'IY1']]","[['G', 'R', 'EY1', 'P', 'JH', 'UW1', 'S']]",3
956268845,"grapejuice","icecream","[['G', 'R', 'EY1', 'P', 'JH', 'UW1', 'S']]","[['AY1', 'S', 'K', 'R', 'IY1', 'M']]",1
956268845,"icecream","lemonjuice","[['AY1', 'S', 'K', 'R', 'IY1', 'M']]","[['L', 'EH1', 'M', 'AH0', 'N', 'JH', 'UW1', 'S']]",1
956268845,"lemonjuice","orangejuice","[['L', 'EH1', 'M', 'AH0', 'N', 'JH', 'UW1', 'S']]","[['AO1', 'R', 'AH0', 'N', 'JH', 'JH', 'UW1', 'S'], ['AO1', 'R', 'IH0', 'N', 'JH', 'JH', 'UW1', 'S']]",3
956268845,"orangejuice","oregano","[['AO1', 'R', 'AH0', 'N', 'JH', 'JH', 'UW1', 'S'], ['AO1', 'R', 'IH0', 'N', 'JH', 'JH', 'UW1', 'S']]","[['AO2', 'R', 'EH1', 'G', 'AH0', 'N', 'OW2'], ['ER0', 'EH1', 'G', 'AH0', 'N', 'OW2']]",2
956268845,"oregano","peanutbutter","[['AO2', 'R', 'EH1', 'G', 'AH0', 'N', 'OW2'], ['ER0', 'EH1', 'G', 'AH0', 'N', 'OW2']]","[['P', 'IY1', 'N', 'AH0', 'T', 'B', 'AH1', 'T', 'ER0'], ['P', 'IY1', 'N', 'AH2', 'T', 'B', 'AH1', 'T', 'ER0']]",1
956268845,"peanutbutter","pizza","[['P', 'IY1', 'N', 'AH0', 'T', 'B', 'AH1', 'T', 'ER0'], ['P', 'IY1', 'N', 'AH2', 'T', 'B', 'AH1', 'T', 'ER0']]","[['P', 'IY1', 'T', 'S', 'AH0']]",2
956268845,"pizza","popcorn","[['P', 'IY1', 'T', 'S', 'AH0']]","[['P', 'AA1', 'P', 'K', 'AO2', 'R', 'N']]",1
956268845,"popcorn","raspberryjuice","[['P', 'AA1', 'P', 'K', 'AO2', 'R', 'N']]","[['R', 'AE1', 'Z', 'B', 'EH2', 'R', 'IY0', 'JH', 'UW1', 'S']]",1
956268845,"raspberryjuice","strawberryjuice","[['R', 'AE1', 'Z', 'B', 'EH2', 'R', 'IY0', 'JH', 'UW1', 'S']]","[['S', 'T', 'R', 'AO1', 'B', 'EH2', 'R', 'IY0', 'JH', 'UW1', 'S']]",7
891411190,"grapes","water","[['G', 'R', 'EY1', 'P', 'S']]","[['W', 'AO1', 'T', 'ER0']]",0
891411190,"water","chips","[['W', 'AO1', 'T', 'ER0']]","[['CH', 'IH1', 'P', 'S']]",0
891411190,"chips","cookies","[['CH', 'IH1', 'P', 'S']]","[['K', 'UH1', 'K', 'IY0', 'Z']]",0
891411190,"cookies","carrot","[['K', 'UH1', 'K', 'IY0', 'Z']]","[['K', 'AE1', 'R', 'AH0', 'T'], ['K', 'EH1', 'R', 'AH0', 'T']]",1
891411190,"carrot","soda","[['K', 'AE1', 'R', 'AH0', 'T'], ['K', 'EH1', 'R', 'AH0', 'T']]","[['S', 'OW1', 'D', 'AH0']]",1
891411190,"soda","apple","[['S', 'OW1', 'D', 'AH0']]","[['AE1', 'P', 'AH0', 'L']]",1
891411190,"apple","watermelon","[['AE1', 'P', 'AH0', 'L']]","[['W', 'AO1', 'T', 'ER0', 'M', 'EH2', 'L', 'AH0', 'N']]",1
891411190,"watermelon","pear","[['W', 'AO1', 'T', 'ER0', 'M', 'EH2', 'L', 'AH0', 'N']]","[['P', 'EH1', 'R']]",1
891411190,"pear","orange","[['P', 'EH1', 'R']]","[['AO1', 'R', 'AH0', 'N', 'JH'], ['AO1', 'R', 'IH0', 'N', 'JH']]",1
891411190,"orange","pepper","[['AO1', 'R', 'AH0', 'N', 'JH'], ['AO1', 'R', 'IH0', 'N', 'JH']]","[['P', 'EH1', 'P', 'ER0']]",0
891411190,"pepper","tomato","[['P', 'EH1', 'P', 'ER0']]","[['T', 'AH0', 'M', 'EY1', 'T', 'OW2'], ['T', 'AH0', 'M', 'AA1', 'T', 'OW2']]",0
891411190,"tomato","juice","[['T', 'AH0', 'M', 'EY1', 'T', 'OW2'], ['T', 'AH0', 'M', 'AA1', 'T', 'OW2']]","[['JH', 'UW1', 'S']]",0
891411190,"juice","corn","[['JH', 'UW1', 'S']]","[['K', 'AO1', 'R', 'N']]",0
891411190,"corn","potatoes","[['K', 'AO1', 'R', 'N']]","[['P', 'AH0', 'T', 'EY1', 'T', 'OW0', 'Z']]",0
891411190,"potatoes","brocolli","[['P', 'AH0', 'T', 'EY1', 'T', 'OW0', 'Z']]","[['B', 'R', 'AA1', 'K', 'OW1', 'EH1', 'L', 'L', 'IY1']]",1
891411190,"brocolli","grapefruit","[['B', 'R', 'AA1', 'K', 'OW1', 'EH1', 'L', 'L', 'IY1']]","[['G', 'R', 'EY1', 'P', 'F', 'R', 'UW2', 'T']]",1
891411190,"grapefruit","hamburger","[['G', 'R', 'EY1', 'P', 'F', 'R', 'UW2', 'T']]","[['HH', 'AE1', 'M', 'B', 'ER0', 'G', 'ER0']]",1
891411190,"hamburger","icecream","[['HH', 'AE1', 'M', 'B', 'ER0', 'G', 'ER0']]","[['AY1', 'S', 'K', 'R', 'IY1', 'M']]",1
891411190,"icecream","pizza","[['AY1', 'S', 'K', 'R', 'IY1', 'M']]","[['P', 'IY1', 'T', 'S', 'AH0']]",1
642812588,"bagels","water","[['B', 'EY1', 'G', 'AH0', 'L', 'Z']]","[['W', 'AO1', 'T', 'ER0']]",0
642812588,"water","steak","[['W', 'AO1', 'T', 'ER0']]","[['S', 'T', 'EY1', 'K']]",1
642812588,"steak","apple","[['S', 'T', 'EY1', 'K']]","[['AE1', 'P', 'AH0', 'L']]",0
642812588,"apple","orange","[['AE1', 'P', 'AH0', 'L']]","[['AO1', 'R', 'AH0', 'N', 'JH'], ['AO1', 'R', 'IH0', 'N', 'JH']]",1
642812588,"orange","pear","[['AO1', 'R', 'AH0', 'N', 'JH'], ['AO1', 'R', 'IH0', 'N', 'JH']]","[['P', 'EH1', 'R']]",1
642812588,"pear","strawberries","[['P', 'EH1', 'R']]","[['S', 'T', 'R', 'AO1', 'B', 'EH2', 'R', 'IY0', 'Z']]",2
642812588,"strawberries","grapes","[['S', 'T', 'R', 'AO1', 'B', 'EH2', 'R', 'IY0', 'Z']]","[['G', 'R', 'EY1', 'P', 'S']]",1
642812588,"grapes","salad","[['G', 'R', 'EY1', 'P', 'S']]","[['S', 'AE1', 'L', 'AH0', 'D']]",1
642812588,"salad","tomato","[['S', 'AE1', 'L', 'AH0', 'D']]","[['T', 'AH0', 'M', 'EY1', 'T', 'OW2'], ['T', 'AH0', 'M', 'AA1', 'T', 'OW2']]",1
642812588,"tomato","soda","[['T', 'AH0', 'M', 'EY1', 'T', 'OW2'], ['T', 'AH0', 'M', 'AA1', 'T', 'OW2']]","[['S', 'OW1', 'D', 'AH0']]",1
642812588,"soda","rolls","[['S', 'OW1', 'D', 'AH0']]","[['R', 'OW1', 'L', 'Z']]",1
642812588,"rolls","pancakes","[['R', 'OW1', 'L', 'Z']]","[['P', 'AE1', 'N', 'K', 'EY2', 'K', 'S']]",0
642812588,"pancakes","bacon","[['P', 'AE1', 'N', 'K', 'EY2', 'K', 'S']]","[['B', 'EY1', 'K', 'AH0', 'N']]",2
642812588,"bacon","eggs","[['B', 'EY1', 'K', 'AH0', 'N']]","[['EH1', 'G', 'Z']]",0
642812588,"eggs","sausage","[['EH1', 'G', 'Z']]","[['S', 'AO1', 'S', 'AH0', 'JH'], ['S', 'AO1', 'S', 'IH0', 'JH']]",0
642812588,"sausage","lobster","[['S', 'AO1', 'S', 'AH0', 'JH'], ['S', 'AO1', 'S', 'IH0', 'JH']]","[['L', 'AA1', 'B', 'S', 'T', 'ER0']]",1
642812588,"lobster","crab","[['L', 'AA1', 'B', 'S', 'T', 'ER0']]","[['K', 'R', 'AE1', 'B']]",1
642812588,"crab","burgers","[['K', 'R', 'AE1', 'B']]","[['B', 'ER1', 'G', 'ER0', 'Z']]",1
642812588,"burgers","cereal","[['B', 'ER1', 'G', 'ER0', 'Z']]","[['S', 'IH1', 'R', 'IY0', 'AH0', 'L']]",0
642812588,"cereal","chewybar","[['S', 'IH1', 'R', 'IY0', 'AH0', 'L']]","[['CH', 'UW1', 'W', 'AY1', 'B', 'AA1', 'R']]",1
642812588,"chewybar","chocolatemilk","[['CH', 'UW1', 'W', 'AY1', 'B', 'AA1', 'R']]","[['CH', 'AA1', 'K', 'L', 'AH0', 'T', 'EH1', 'M', 'IH1', 'L', 'K']]",1
642812588,"chocolatemilk","fettuccini","[['CH', 'AA1', 'K', 'L', 'AH0', 'T', 'EH1', 'M', 'IH1', 'L', 'K']]","[['F', 'EH1', 'T', 'UW1', 'CH', 'IY0', 'N', 'IY1']]",1
642812588,"fettuccini","gatorade","[['F', 'EH1', 'T', 'UW1', 'CH', 'IY0', 'N', 'IY1']]","[['G', 'AE1', 'T', 'ER0', 'EY2', 'D']]",1
642812588,"gatorade","hotdogs","[['G', 'AE1', 'T', 'ER0', 'EY2', 'D']]","[['HH', 'AA1', 'T', 'D', 'AO2', 'G', 'Z']]",1
642812588,"hotdogs","icecream","[['HH', 'AA1', 'T', 'D', 'AO2', 'G', 'Z']]","[['AY1', 'S', 'K', 'R', 'IY1', 'M']]",0
642812588,"icecream","pizza","[['AY1', 'S', 'K', 'R', 'IY1', 'M']]","[['P', 'IY1', 'T', 'S', 'AH0']]",1
642812588,"pizza","proteinbar","[['P', 'IY1', 'T', 'S', 'AH0']]","[['P', 'R', 'OW1', 'T', 'IY2', 'N', 'B', 'AA1', 'R']]",1
642812588,"proteinbar","skimmilk","[['P', 'R', 'OW1', 'T', 'IY2', 'N', 'B', 'AA1', 'R']]","[['S', 'K', 'IH1', 'M', 'M', 'IH1', 'L', 'K']]",0
642812588,"skimmilk","spaghetti","[['S', 'K', 'IH1', 'M', 'M', 'IH1', 'L', 'K']]","[['S', 'P', 'AH0', 'G', 'EH1', 'T', 'IY0']]",1
642812588,"spaghetti","waffles","[['S', 'P', 'AH0', 'G', 'EH1', 'T', 'IY0']]","[['W', 'AA1', 'F', 'AH0', 'L', 'Z']]",1
642812588,"waffles","whitemilk","[['W', 'AA1', 'F', 'AH0', 'L', 'Z']]","[['W', 'AY1', 'T', 'M', 'IH1', 'L', 'K'], ['HH', 'W', 'AY1', 'T', 'M', 'IH1', 'L', 'K']]",1
823316253,"apple","orange","[['AE1', 'P', 'AH0', 'L']]","[['AO1', 'R', 'AH0', 'N', 'JH'], ['AO1', 'R', 'IH0', 'N', 'JH']]",1
823316253,"orange","water","[['AO1', 'R', 'AH0', 'N', 'JH'], ['AO1', 'R', 'IH0', 'N', 'JH']]","[['W', 'AO1', 'T', 'ER0']]",1
823316253,"water","beer","[['W', 'AO1', 'T', 'ER0']]","[['B', 'IH1', 'R']]",0
823316253,"beer","chicken","[['B', 'IH1', 'R']]","[['CH', 'IH1', 'K', 'AH0', 'N']]",1
823316253,"chicken","watermelon","[['CH', 'IH1', 'K', 'AH0', 'N']]","[['W', 'AO1', 'T', 'ER0', 'M', 'EH2', 'L', 'AH0', 'N']]",2
823316253,"watermelon","orange","[['W', 'AO1', 'T', 'ER0', 'M', 'EH2', 'L', 'AH0', 'N']]","[['AO1', 'R', 'AH0', 'N', 'JH'], ['AO1', 'R', 'IH0', 'N', 'JH']]",2
823316253,"orange","grapes","[['AO1', 'R', 'AH0', 'N', 'JH'], ['AO1', 'R', 'IH0', 'N', 'JH']]","[['G', 'R', 'EY1', 'P', 'S']]",1
823316253,"grapes","steak","[['G', 'R', 'EY1', 'P', 'S']]","[['S', 'T', 'EY1', 'K']]",1
823316253,"steak","ribs","[['S', 'T', 'EY1', 'K']]","[['R', 'IH1', 'B', 'Z']]",0
823316253,"ribs","broccoli","[['R', 'IH1', 'B', 'Z']]","[['B', 'R', 'AA1', 'K', 'AH0', 'L', 'IY0'], ['B', 'R', 'AA1', 'K', 'L', 'IY0']]",1
823316253,"broccoli","sprite","[['B', 'R', 'AA1', 'K', 'AH0', 'L', 'IY0'], ['B', 'R', 'AA1', 'K', 'L', 'IY0']]","[['S', 'P', 'R', 'AY1', 'T']]",1
823316253,"sprite","rice","[['S', 'P', 'R', 'AY1', 'T']]","[['R', 'AY1', 'S']]",2
823316253,"rice","noodles","[['R', 'AY1', 'S']]","[['N', 'UW1', 'D', 'AH0', 'L', 'Z']]",0
823316253,"noodles","dietrite","[['N', 'UW1', 'D', 'AH0', 'L', 'Z']]","[['D', 'AY1', 'AH0', 'T', 'R', 'AY1', 'T']]",1
823316253,"dietrite","drpepper","[['D', 'AY1', 'AH0', 'T', 'R', 'AY1', 'T']]","[['D', 'R', 'AY1', 'V', 'P', 'EH1', 'P', 'ER0'], ['D', 'AA1', 'K', 'T', 'ER0', 'P', 'EH1', 'P', 'ER0']]",2
823316253,"drpepper","hotdogs","[['D', 'R', 'AY1', 'V', 'P', 'EH1', 'P', 'ER0'], ['D', 'AA1', 'K', 'T', 'ER0', 'P', 'EH1', 'P', 'ER0']]","[['HH', 'AA1', 'T', 'D', 'AO2', 'G', 'Z']]",1
823316253,"hotdogs","icecream","[['HH', 'AA1', 'T', 'D', 'AO2', 'G', 'Z']]","[['AY1', 'S', 'K', 'R', 'IY1', 'M']]",0
823316253,"icecream","lasagna","[['AY1', 'S', 'K', 'R', 'IY1', 'M']]","[['L', 'AA0', 'S', 'AA1', 'N', 'Y', 'AH0'], ['L', 'AH0', 'Z', 'AA1', 'N', 'Y', 'AH0']]",1
823316253,"lasagna","lunchmeats","[['L', 'AA0', 'S', 'AA1', 'N', 'Y', 'AH0'], ['L', 'AH0', 'Z', 'AA1', 'N', 'Y', 'AH0']]","[['L', 'AH1', 'N', 'CH', 'M', 'IY1', 'T', 'S']]",1
823316253,"lunchmeats","mountaindew","[['L', 'AH1', 'N', 'CH', 'M', 'IY1', 'T', 'S']]","[['M', 'AW1', 'N', 'T', 'AY1', 'EH1', 'N', 'D', 'UW1'], ['M', 'AW1', 'N', 'T', 'EY1', 'AY1', 'EH1', 'N', 'D', 'UW1']]",1
823316253,"mountaindew","porkchops","[['M', 'AW1', 'N', 'T', 'AY1', 'EH1', 'N', 'D', 'UW1'], ['M', 'AW1', 'N', 'T', 'EY1', 'AY1', 'EH1', 'N', 'D', 'UW1']]","[['P', 'AO1', 'R', 'K', 'CH', 'AA1', 'P', 'S']]",0
823316253,"porkchops","porktenderloin","[['P', 'AO1', 'R', 'K', 'CH', 'AA1', 'P', 'S']]","[['P', 'AO1', 'R', 'K', 'T', 'EH1', 'N', 'D', 'ER0', 'L', 'OY2', 'N']]",4
823316253,"porktenderloin","roastbeef","[['P', 'AO1', 'R', 'K', 'T', 'EH1', 'N', 'D', 'ER0', 'L', 'OY2', 'N']]","[['R', 'OW1', 'S', 'T', 'B', 'IY1', 'F']]",1
823316253,"roastbeef","sauercraut","[['R', 'OW1', 'S', 'T', 'B', 'IY1', 'F']]","[['S', 'AW1', 'ER0', 'S', 'IY1', 'R', 'AW1', 'T']]",1
823316253,"sauercraut","spaghetti","[['S', 'AW1', 'ER0', 'S', 'IY1', 'R', 'AW1', 'T']]","[['S', 'P', 'AH0', 'G', 'EH1', 'T', 'IY0']]",1
704925696,"applejuice","apples","[['AE1', 'P', 'AH0', 'L', 'JH', 'UW1', 'S']]","[['AE1', 'P', 'AH0', 'L', 'Z']]",4
704925696,"apples","bananas","[['AE1', 'P', 'AH0', 'L', 'Z']]","[['B', 'AH0', 'N', 'AE1', 'N', 'AH0', 'Z']]",1
704925696,"bananas","peaches","[['B', 'AH0', 'N', 'AE1', 'N', 'AH0', 'Z']]","[['P', 'IY1', 'CH', 'AH0', 'Z'], ['P', 'IY1', 'CH', 'IH0', 'Z']]",2
704925696,"peaches","oranges","[['P', 'IY1', 'CH', 'AH0', 'Z'], ['P', 'IY1', 'CH', 'IH0', 'Z']]","[['AO1', 'R', 'AH0', 'N', 'JH', 'AH0', 'Z'], ['AO1', 'R', 'IH0', 'N', 'JH', 'IH0', 'Z']]",2
704925696,"oranges","sprite","[['AO1', 'R', 'AH0', 'N', 'JH', 'AH0', 'Z'], ['AO1', 'R', 'IH0', 'N', 'JH', 'IH0', 'Z']]","[['S', 'P', 'R', 'AY1', 'T']]",1
704925696,"sprite","burritos","[['S', 'P', 'R', 'AY1', 'T']]","[['B', 'ER0', 'IY1', 'T', 'OW0', 'S']]",1
704925696,"burritos","milk","[['B', 'ER0', 'IY1', 'T', 'OW0', 'S']]","[['M', 'IH1', 'L', 'K']]",0
704925696,"milk","water","[['M', 'IH1', 'L', 'K']]","[['W', 'AO1', 'T', 'ER0']]",0
704925696,"water","juice","[['W', 'AO1', 'T', 'ER0']]","[['JH', 'UW1', 'S']]",0
704925696,"juice","bread","[['JH', 'UW1', 'S']]","[['B', 'R', 'EH1', 'D']]",0
704925696,"bread","sandwiches","[['B', 'R', 'EH1', 'D']]","[['S', 'AE1', 'N', 'D', 'W', 'IH0', 'CH', 'IH0', 'Z'], ['S', 'AE1', 'N', 'W', 'IH0', 'CH', 'IH0', 'Z'], ['S', 'AE1', 'M', 'W', 'IH0', 'CH', 'IH0', 'Z']]",1
704925696,"sandwiches","bologna","[['S', 'AE1', 'N', 'D', 'W', 'IH0', 'CH', 'IH0', 'Z'], ['S', 'AE1', 'N', 'W', 'IH0', 'CH', 'IH0', 'Z'], ['S', 'AE1', 'M', 'W', 'IH0', 'CH', 'IH0', 'Z']]","[['B', 'AH0', 'L', 'OW1', 'N', 'IY0']]",1
704925696,"bologna","turkey","[['B', 'AH0', 'L', 'OW1', 'N', 'IY0']]","[['T', 'ER1', 'K', 'IY0']]",1
704925696,"turkey","chicken","[['T', 'ER1', 'K', 'IY0']]","[['CH', 'IH1', 'K', 'AH0', 'N']]",1
704925696,"chicken","beef","[['CH', 'IH1', 'K', 'AH0', 'N']]","[['B', 'IY1', 'F']]",0
704925696,"beef","cereal","[['B', 'IY1', 'F']]","[['S', 'IH1', 'R', 'IY0', 'AH0', 'L']]",1
704925696,"cereal","chocolatesyrup","[['S', 'IH1', 'R', 'IY0', 'AH0', 'L']]","[['CH', 'AA1', 'K', 'L', 'AH0', 'T', 'EH1', 'S', 'W', 'AY1', 'R', 'UW1', 'P', 'IY1'], ['CH', 'AA1', 'K', 'L', 'AH0', 'T', 'EH1', 'S', 'W', 'AY1', 'AA1', 'R', 'Y', 'UW1', 'P', 'IY1']]",1
704925696,"chocolatesyrup","cranapplejuice","[['CH', 'AA1', 'K', 'L', 'AH0', 'T', 'EH1', 'S', 'W', 'AY1', 'R', 'UW1', 'P', 'IY1'], ['CH', 'AA1', 'K', 'L', 'AH0', 'T', 'EH1', 'S', 'W', 'AY1', 'AA1', 'R', 'Y', 'UW1', 'P', 'IY1']]","[['S', 'IY1', 'R', 'AE1', 'N', 'AH0', 'P', 'IY1', 'P', 'IY1', 'L', 'AH0', 'JH', 'UW1', 'S']]",2
704925696,"cranapplejuice","cranberryjuice","[['S', 'IY1', 'R', 'AE1', 'N', 'AH0', 'P', 'IY1', 'P', 'IY1', 'L', 'AH0', 'JH', 'UW1', 'S']]","[['K', 'R', 'AE1', 'N', 'B', 'EH2', 'R', 'IY0', 'JH', 'UW1', 'S']]",3
704925696,"cranberryjuice","drpepper","[['K', 'R', 'AE1', 'N', 'B', 'EH2', 'R', 'IY0', 'JH', 'UW1', 'S']]","[['D', 'R', 'AY1', 'V', 'P', 'EH1', 'P', 'ER0'], ['D', 'AA1', 'K', 'T', 'ER0', 'P', 'EH1', 'P', 'ER0']]",1
704925696,"drpepper","drpepper","[['D', 'R', 'AY1', 'V', 'P', 'EH1', 'P', 'ER0'], ['D', 'AA1', 'K', 'T', 'ER0', 'P', 'EH1', 'P', 'ER0']]","[['D', 'R', 'AY1', 'V', 'P', 'EH1', 'P', 'ER0'], ['D', 'AA1', 'K', 'T', 'ER0', 'P', 'EH1', 'P', 'ER0']]",8
