"SID","entry","evaluation","replacement","edit_distance"
"482082763","pretzels","REPLACE","crackers",5
"482082763","spaghetti","REPLACE","noodles",8
"482082763","waffles","REPLACE","breakfast",7
"643791071","broccoli","REPLACE","sprouts",7
"643791071","frenchfries","REPLACE","potatoes",9
"643791071","icecream","REPLACE","dessert",6
"643791071","mangoes","REPLACE","fruit",7
"643791071","mashedpotatoes","REPLACE","potatoes",6
"643791071","pizza","REPLACE","pie",3
"643791071","sweetpotatoes","REPLACE","potatoes",5
"643791071","yogurt","REPLACE","dairy",5
"072141573","cashews","REPLACE","nuts",6
"072141573","grapefruit","REPLACE","fruit",5
"072141573","limejuice","REPLACE","juice",4
"072141573","macandcheese","REPLACE","macaroni",8
"072141573","mangoes","REPLACE","fruit",7
"072141573","orangejuice","REPLACE","juice",6
"072141573","peanutbutter","REPLACE","peanuts",6
"072141573","rootbeer","REPLACE","beer",4
"072141573","spaghetti","REPLACE","noodles",8
"072141573","starfruit","REPLACE","fruit",4
"566255711","cherrycocacola","REPLACE","coke",12
"566255711","danimalscrunchers","REPLACE","dairy",13
"566255711","fantagrape","REPLACE","soda",9
"566255711","friedrice","REPLACE","rice",5
"566255711","spritezero","REPLACE","soda",9
"566255711","sreamedrice","REPLACE","rice",7
"566255711","yogurt","REPLACE","dairy",5
"692791869","applecider","REPLACE","cider",5
"692791869","applepie","REPLACE","pie",5
"692791869","breadsticks","REPLACE","bread",6
"692791869","cantaloupe","REPLACE","melon",8
"692791869","cheesesause","REPLACE","cheese",5
"692791869","chocolateballs","REPLACE","chocolate",5
"692791869","chocolateicecream","REPLACE","dessert",14
"692791869","chocolatepie","REPLACE","pie",9
"692791869","coolranchdoritos","REPLACE","chips",12
"692791869","hotdogs","REPLACE","sausage",6
"692791869","icecream","REPLACE","dessert",6
"692791869","macaroniandcheese","REPLACE","macaroni",9
"692791869","maggianosalads","REPLACE","salad",9
"692791869","pizza","REPLACE","pie",3
"692791869","ravioli","REPLACE","dumpling",7
"692791869","redvelvetcake","REPLACE","cake",9
"692791869","spaghetti","REPLACE","noodles",8
"692791869","vanillaicecream","REPLACE","dessert",13
"823246566","applejuice","REPLACE","juice",5
"823246566","applesauce","REPLACE","sauce",5
"823246566","blueberries","REPLACE","berries",4
"823246566","cocacola","REPLACE","coke",6
"823246566","grapejuice","REPLACE","juice",5
"823246566","icecream","REPLACE","dessert",6
"823246566","koolaid","REPLACE","beverage",7
"823246566","mango","REPLACE","fruit",5
"823246566","milkshake","REPLACE","milk",5
"823246566","orangejuice","REPLACE","juice",6
"823246566","pizza","REPLACE","pie",3
"823246566","popcorn","REPLACE","snack",6
"823246566","slushie","REPLACE","beverage",7
"459233509","applejuice","REPLACE","juice",5
"459233509","bagels","REPLACE","breakfast",6
"459233509","cheesenips","REPLACE","snack",8
"459233509","cranberryjuice","REPLACE","juice",9
"459233509","fruitsnacks","REPLACE","snack",6
"459233509","gatorade","REPLACE","electrolyte",8
"459233509","jambalaya","REPLACE","rice",9
"459233509","orangejuice","REPLACE","juice",6
"459233509","pepsi","REPLACE","soda",5
"459233509","powerade","REPLACE","electrolyte",9
"459233509","ricekrispietreats","REPLACE","snack",15
"459233509","spaghetti","REPLACE","noodles",8
"588241255","broccoli","REPLACE","sprouts",7
"588241255","corndog","REPLACE","sausage",7
"588241255","dietcoke","REPLACE","coke",4
"588241255","grahamcrackers","REPLACE","crackers",6
"588241255","granolabars","REPLACE","breakfast",9
"588241255","icecream","REPLACE","dessert",6
"588241255","macaroniandcheese","REPLACE","macaroni",9
"588241255","mountaindew","REPLACE","soda",9
"588241255","pepsi","REPLACE","soda",5
"588241255","pizza","REPLACE","pie",3
"588241255","pizzarolls","REPLACE","rolls",5
"588241255","popcorn","REPLACE","snack",6
"588241255","rootbeer","REPLACE","beer",4
"588241255","seacrackers","REPLACE","crackers",3
"588241255","sierramist","REPLACE","soda",8
"588241255","vanillacoke","REPLACE","coke",7
"326924228","applejuice","REPLACE","juice",5
"326924228","breadsticks","REPLACE","bread",6
"326924228","buffalowings","REPLACE","chicken",11
"326924228","gingerale","REPLACE","soda",8
"326924228","orangejuice","REPLACE","juice",6
"326924228","pizza","REPLACE","pie",3
"326924228","ravioli","REPLACE","dumpling",7
"326924228","spaghetti","REPLACE","noodles",8
"703247569","breadsticks","REPLACE","bread",6
"703247569","cheesepizza","REPLACE","pie",9
"703247569","dietcoke","REPLACE","coke",4
"703247569","frenchfries","REPLACE","potatoes",9
"703247569","frozenpizzas","REPLACE","pie",10
"703247569","granolabars","REPLACE","breakfast",9
"703247569","guacamole","REPLACE","dip",9
"703247569","hamburger","REPLACE","burger",3
"703247569","hershey","REPLACE","chocolate",8
"703247569","hotdog","REPLACE","sausage",6
"703247569","lasagna","REPLACE","casserole",7
"703247569","mashedpotatoes","REPLACE","potatoes",6
"703247569","pepperjackcheese","REPLACE","cheese",10
"703247569","pepperonipizza","REPLACE","pie",12
"703247569","popsicles","REPLACE","dessert",8
"703247569","pringles","REPLACE","chips",6
"703247569","quakerbars","REPLACE","snack",9
"703247569","sausagepizza","REPLACE","sausage",5
"703247569","skittles","REPLACE","candy",8
"703247569","spaghetti","REPLACE","noodles",8
"703247569","sunkist","REPLACE","soda",6
"703247569","tatertots","REPLACE","potatoes",5
"717306362","barbecue","REPLACE","grill",7
"717306362","macaroniandcheese","REPLACE","macaroni",9
"717306362","pizza","REPLACE","pie",3
"717306362","spaghetti","REPLACE","noodles",8
"207817079","dietcoke","REPLACE","coke",4
"207817079","peanutbutter","REPLACE","peanuts",6
"207817079","pizza","REPLACE","pie",3
"207817079","tunafish","REPLACE","fish",4
"691038073","broccoli","REPLACE","sprouts",7
"691038073","kiwi","REPLACE","fruit",4
"691038073","mayo","REPLACE","mayonnaise",6
"691038073","sweetpotatoes","REPLACE","potatoes",5
"622425100","applejuice","REPLACE","juice",5
"622425100","blueberries","REPLACE","berries",4
"622425100","blueberrymuffins","REPLACE","muffins",9
"622425100","breadsticks","REPLACE","bread",6
"622425100","burrito","REPLACE","wrap",6
"622425100","chickennoodles","REPLACE","noodles",7
"622425100","chocolatemilk","REPLACE","milk",9
"622425100","cornbread","REPLACE","bread",4
"622425100","gatorade","REPLACE","electrolyte",8
"622425100","granolabars","REPLACE","breakfast",9
"622425100","hamburger","REPLACE","burger",3
"622425100","hotdog","REPLACE","sausage",6
"622425100","lasagna","REPLACE","casserole",7
"622425100","mashedpotatoes","REPLACE","potatoes",6
"622425100","orangejuice","REPLACE","juice",6
"622425100","peanutbutter","REPLACE","peanuts",6
"622425100","powerade","REPLACE","electrolyte",9
"622425100","spaghetti","REPLACE","noodles",8
"622425100","waffles","REPLACE","breakfast",7
"329415851","applejuice","REPLACE","juice",5
"329415851","cheezits","REPLACE","crackers",6
"329415851","chickennoodlesoup","REPLACE","soup",13
"329415851","cranberryjuice","REPLACE","juice",9
"329415851","hotchocolate","REPLACE","chocolate",3
"329415851","macaroniandcheese","REPLACE","macaroni",9
"329415851","orangejuice","REPLACE","juice",6
"329415851","tomatojuice","REPLACE","tomato",5
"329415851","tomatosoup","REPLACE","soup",6
"934821408","applejuice","REPLACE","juice",5
"934821408","rootbeer","REPLACE","beer",4
"808413379","blueberries","REPLACE","berries",4
"808413379","broccoli","REPLACE","sprouts",7
"808413379","greenbeans","REPLACE","beans",5
"808413379","hamburger","REPLACE","burger",3
"808413379","icecream","REPLACE","dessert",6
"808413379","kiwi","REPLACE","fruit",4
"808413379","meatloaf","REPLACE","meat",4
"808413379","pizza","REPLACE","pie",3
"737589046","cottagecheese","REPLACE","cheese",7
"737589046","frenchtoast","REPLACE","toast",6
"737589046","gatorade","REPLACE","electrolyte",8
"737589046","icecream","REPLACE","dessert",6
"737589046","propel","REPLACE","electrolyte",9
"527814045","frenchfries","REPLACE","potatoes",9
"527814045","garlicbread","REPLACE","bread",6
"527814045","greenpeppers","REPLACE","peppers",5
"527814045","hamburgers","REPLACE","burger",4
"527814045","hotdogs","REPLACE","sausage",6
"527814045","icecream","REPLACE","dessert",6
"527814045","lasagna","REPLACE","casserole",7
"527814045","pizza","REPLACE","pie",3
"527814045","sodapop","REPLACE","soda",3
"527814045","spaghetti","REPLACE","noodles",8
"527814045","tacos","REPLACE","wrap",5
"264341145","chickenlegs","REPLACE","chicken",4
"264341145","hamburgers","REPLACE","burger",4
"264341145","macandcheese","REPLACE","macaroni",8
"264341145","parmesancheese","REPLACE","cheese",8
"551600991","cheeseburgers","REPLACE","burger",7
"551600991","chocolatefudge","REPLACE","fudge",9
"551600991","chocolatemilk","REPLACE","milk",9
"551600991","hamburgers","REPLACE","burger",4
"551600991","mcdonalds","REPLACE","meal",6
"551600991","peanutbutterandjelly","REPLACE","sandwich",17
"551600991","pizza","REPLACE","pie",3
"551600991","ravioli","REPLACE","dumpling",7
"551600991","romannoodles","REPLACE","noodles",5
"551600991","spaghetti","REPLACE","noodles",8
"551600991","strawberrymilk","REPLACE","milk",10
"551600991","tacos","REPLACE","wrap",5
"055300236","beefandnoodles","REPLACE","noodles",7
"055300236","calamari","REPLACE","cuttlefish",8
"055300236","chickennuggets","REPLACE","chicken",7
"055300236","koolaid","REPLACE","beverage",7
"055300236","orangejuice","REPLACE","juice",6
"055300236","spaghetti","REPLACE","noodles",8
"238652912","cherrypepsi","REPLACE","soda",11
"238652912","pepsi","REPLACE","soda",5
"238652912","pizza","REPLACE","pie",3
"329928353","applejuice","REPLACE","juice",5
"329928353","barbecueribs","REPLACE","meat",11
"329928353","broccoli","REPLACE","sprouts",7
"329928353","dietcoke","REPLACE","coke",4
"329928353","icedcream","REPLACE","dessert",7
"329928353","meatloaf","REPLACE","meat",4
"329928353","orangejuice","REPLACE","juice",6
"329928353","popsicles","REPLACE","dessert",8
"352061675","breadsticks","REPLACE","bread",6
"352061675","chickennuggets","REPLACE","chicken",7
"352061675","frenchfries","REPLACE","potatoes",9
"352061675","hamburgers","REPLACE","burger",4
"352061675","hotdogs","REPLACE","sausage",6
"352061675","marinarasauce","REPLACE","sauce",8
"352061675","peanutbutter","REPLACE","peanuts",6
"352061675","pizza","REPLACE","pie",3
"352061675","squid","REPLACE","cuttlefish",9
"352061675","yogurt","REPLACE","dairy",5
"422150423","applecider","REPLACE","cider",5
"422150423","applejuice","REPLACE","juice",5
"422150423","spaghetti","REPLACE","noodles",8
"422150423","tunafish","REPLACE","fish",4
