SID,entry,evaluation,replacement
CAM-666,monkey,FOUND,monkey
CAM-666,horse,FOUND,horse
CAP-671,african,EXCLUDE,EXCLUDE
CAP-671,elephant,FOUND,elephant
CAP-671,lion,FOUND,lion
CAP-671,hippopotamus,FOUND,hippopotamus
CAP-671,bat,FOUND,bat
CAP-671,fish,FOUND,fish
CAP-671,shark,FOUND,shark
CAP-671,turtle,FOUND,turtle
CAP-671,snake,FOUND,snake
CAP-671,dolphin,FOUND,dolphin
CAP-671,whale,FOUND,whale
CAP-671,chicken,FOUND,chicken
CAP-671,cow,FOUND,cow
CAP-671,horse,FOUND,horse
CAP-671,butterfly,FOUND,butterfly
CAP-671,bear,FOUND,bear
CAP-671,deer,FOUND,deer
CAP-671,tiger,FOUND,tiger
CAP-671,bird,FOUND,bird
CAQ-672,alligator,FOUND,alligator
CAQ-672,water,EXCLUDE,EXCLUDE
CAQ-672,ostrich,FOUND,ostrich
CAQ-672,peacock,FOUND,peacock
CAQ-672,bear,FOUND,bear
CAQ-672,tiger,FOUND,tiger
CAQ-672,lion,FOUND,lion
CAQ-672,gorilla,FOUND,gorilla
CAQ-672,monkey,FOUND,monkey
CAQ-672,dog,FOUND,dog
CAQ-672,cat,FOUND,cat
CAQ-672,hyena,FOUND,hyena
CAQ-672,snake,FOUND,snake
CAQ-672,fish,FOUND,fish
CAQ-672,bird,FOUND,bird
CAQ-672,rabbit,FOUND,rabbit
CAQ-672,dolphin,FOUND,dolphin
CAQ-672,squirrel,FOUND,squirrel
CAQ-672,guinea,EXCLUDE,EXCLUDE
CAQ-672,mouse,FOUND,mouse
CAQ-672,lizard,FOUND,lizard
CAQ-672,reptile,FOUND,reptile
CAQ-672,crocodile,FOUND,crocodile
CAR-673,elephant,FOUND,elephant
CAR-673,african,EXCLUDE,EXCLUDE
CAR-673,tiger,FOUND,tiger
CAR-673,lion,FOUND,lion
CAR-673,feline,FOUND,feline
CAR-673,dog,FOUND,dog
CAR-673,cat,FOUND,cat
CAR-673,mouse,FOUND,mouse
CAR-673,rat,FOUND,rat
CAR-673,ostrich,FOUND,ostrich
CAR-673,parakeet,FOUND,parakeet
CAR-673,fish,FOUND,fish
CAR-673,rodents,REPLACE,rodent
CAR-673,pets,EXCLUDE,EXCLUDE
CAR-673,guinea,EXCLUDE,EXCLUDE
CAR-673,rodents,REPLACE,rodent
CAR-673,zebra,FOUND,zebra
CAR-673,horse,FOUND,horse
CAR-673,tiger,FOUND,tiger
CAR-673,bird,FOUND,bird
CAR-673,elk,FOUND,elk
CAR-673,deer,FOUND,deer
CAR-673,antelope,FOUND,antelope
CAS-674,cat,FOUND,cat
CAS-674,dog,FOUND,dog
CAS-674,fish,FOUND,fish
CAS-674,shark,FOUND,shark
CAS-674,dolphin,FOUND,dolphin
CAS-674,shrimp,FOUND,shrimp
CAS-674,crab,FOUND,crab
CAS-674,lobster,FOUND,lobster
CAS-674,reptile,FOUND,reptile
CAS-674,bear,FOUND,bear
CAS-674,lion,FOUND,lion
CAS-674,tiger,FOUND,tiger
CAS-674,eagle,FOUND,eagle
CAS-674,falcon,FOUND,falcon
CAS-674,raven,FOUND,raven
CAS-674,lizard,FOUND,lizard
CAS-674,reptile,FOUND,reptile
CAS-674,alligator,FOUND,alligator
CAS-674,crocodile,FOUND,crocodile
CAS-674,mammoth,FOUND,mammoth
CAS-674,kangaroo,FOUND,kangaroo
CAV-678,dog,FOUND,dog
CAV-678,cat,FOUND,cat
CAV-678,bird,FOUND,bird
CAV-678,elephant,FOUND,elephant
CAV-678,kangaroo,FOUND,kangaroo
CAV-678,feline,FOUND,feline
CAV-678,lion,FOUND,lion
CAV-678,tiger,FOUND,tiger
CAV-678,bear,FOUND,bear
CAV-678,reptile,FOUND,reptile
CAV-678,kangaroo,FOUND,kangaroo
CAV-678,pelican,FOUND,pelican
CAV-678,penguin,FOUND,penguin
CAV-678,polar,FOUND,polar
CAV-678,grizzly,FOUND,grizzly
CAV-678,moose,FOUND,moose
CAV-678,turtle,FOUND,turtle
CAV-678,bird,FOUND,bird
CAV-678,rhinoceros,FOUND,rhinoceros
CAV-678,bird,FOUND,bird
CAV-678,parakeet,FOUND,parakeet
CAV-678,alligator,FOUND,alligator
CAV-678,crocodile,FOUND,crocodile
CAV-678,zebra,FOUND,zebra
CAV-678,horse,FOUND,horse
CAV-678,rooster,FOUND,rooster
CAV-678,chicken,FOUND,chicken
CAV-678,pony,FOUND,pony
CAY-681,penguin,FOUND,penguin
CAY-681,snake,FOUND,snake
CAY-681,elephant,FOUND,elephant
CAY-681,african,EXCLUDE,EXCLUDE
CAY-681,dog,FOUND,dog
CAY-681,cat,FOUND,cat
CAY-681,gorilla,FOUND,gorilla
CAY-681,primate,FOUND,primate
CAY-681,ape,FOUND,ape
CAY-681,insect,FOUND,insect
CAY-681,butterfly,FOUND,butterfly
CAY-681,ladybug,FOUND,ladybug
CAY-681,beetle,FOUND,beetle
CAY-681,worm,FOUND,worm
CAY-681,ant,FOUND,ant
CAY-681,lizard,FOUND,lizard
CAY-681,insect,FOUND,insect
CAY-681,human,FOUND,human
CAY-681,robin,FOUND,robin
CAY-681,cardinal,FOUND,cardinal
CAY-681,bird,FOUND,bird
CBD-686,lion,FOUND,lion
CBD-686,tiger,FOUND,tiger
CBD-686,monkey,FOUND,monkey
CBD-686,baboon,FOUND,baboon
CBD-686,african,EXCLUDE,EXCLUDE
CBD-686,elephant,FOUND,elephant
CBD-686,buffalo,FOUND,buffalo
CBD-686,polar,FOUND,polar
CBD-686,bear,FOUND,bear
CBD-686,grizzly,FOUND,grizzly
CBD-686,duck,FOUND,duck
CBD-686,crocodile,FOUND,crocodile
CBD-686,alligator,FOUND,alligator
CBD-686,crocodile,FOUND,crocodile
CBD-686,girdle,EXCLUDE,EXCLUDE
CBD-686,asian,REPLACE,avian
CBD-686,sheep,FOUND,sheep
CBD-686,goat,FOUND,goat
CBD-686,cow,FOUND,cow
CBD-686,pony,FOUND,pony
CBD-686,horse,FOUND,horse
CBF-691,dog,FOUND,dog
CBF-691,cat,FOUND,cat
CBF-691,fish,FOUND,fish
CBF-691,elephant,FOUND,elephant
CBF-691,feline,FOUND,feline
CBF-691,tiger,FOUND,tiger
CBF-691,lion,FOUND,lion
CBF-691,polar,FOUND,polar
CBF-691,turtle,FOUND,turtle
CBF-691,penguin,FOUND,penguin
CBF-691,african,EXCLUDE,EXCLUDE
CBF-691,pets,EXCLUDE,EXCLUDE
CBF-691,rodents,REPLACE,rodent
CBF-691,squirrel,FOUND,squirrel
CBF-691,rabbit,FOUND,rabbit
CBF-691,coyote,FOUND,coyote
CBF-691,deer,FOUND,deer
CBF-691,walrus,FOUND,walrus
CBF-691,eel,FOUND,eel
CBH-693,dog,FOUND,dog
CBH-693,cat,FOUND,cat
CBH-693,fish,FOUND,fish
CBH-693,jellyfish,FOUND,jellyfish
CBH-693,shark,FOUND,shark
CBH-693,kangaroo,FOUND,kangaroo
CBH-693,camel,FOUND,camel
CBH-693,alligator,FOUND,alligator
CBH-693,leopard,FOUND,leopard
CBH-693,penguin,FOUND,penguin
CBH-693,polar,FOUND,polar
CBH-693,bear,FOUND,bear
CBH-693,antelope,FOUND,antelope
CBH-693,insect,FOUND,insect
CBH-693,lizard,FOUND,lizard
CBH-693,bird,FOUND,bird
CBH-693,peacock,FOUND,peacock
CBH-693,monkey,FOUND,monkey
CBH-693,primate,FOUND,primate
CBH-693,lion,FOUND,lion
CBH-693,tiger,FOUND,tiger
CBH-693,crocodile,FOUND,crocodile
CBJ-697,lion,FOUND,lion
CBJ-697,tiger,FOUND,tiger
CBJ-697,bird,FOUND,bird
CBJ-697,monkey,FOUND,monkey
CBJ-697,parrot,FOUND,parrot
CBJ-697,ferret,FOUND,ferret
CBJ-697,cat,FOUND,cat
CBJ-697,dog,FOUND,dog
CBJ-697,fish,FOUND,fish
CBJ-697,primate,FOUND,primate
CBJ-697,squirrel,FOUND,squirrel
CBJ-697,zebra,FOUND,zebra
CBJ-697,elephant,FOUND,elephant
CBJ-697,jaguar,FOUND,jaguar
CBJ-697,feline,FOUND,feline
CBJ-697,rhinoceros,FOUND,rhinoceros
CBJ-697,asian,REPLACE,avian
CBJ-697,australian,EXCLUDE,EXCLUDE
CBJ-697,insect,FOUND,insect
CBJ-697,beaver,FOUND,beaver
CBJ-697,porcupine,FOUND,porcupine
CBJ-697,insect,FOUND,insect
CBJ-697,zebra,FOUND,zebra
CBL-698,canine,FOUND,canine
CBL-698,terrier,FOUND,terrier
CBL-698,cat,FOUND,cat
CBL-698,dog,FOUND,dog
CBL-698,bird,FOUND,bird
CBL-698,parakeet,FOUND,parakeet
CBL-698,pelican,FOUND,pelican
CBL-698,parrot,FOUND,parrot
CBL-698,pelican,FOUND,pelican
CBL-698,reptile,FOUND,reptile
CBL-698,australian,EXCLUDE,EXCLUDE
CBL-698,kangaroo,FOUND,kangaroo
CBL-698,african,EXCLUDE,EXCLUDE
CBL-698,elephant,FOUND,elephant
CBL-698,tiger,FOUND,tiger
CBL-698,zebra,FOUND,zebra
CBL-698,lice,REPLACE,plaice
CBL-698,insect,FOUND,insect
CBL-698,beetle,FOUND,beetle
CBM-702,tiger,FOUND,tiger
CBM-702,dolphin,FOUND,dolphin
CBM-702,lion,FOUND,lion
CBM-702,penguin,FOUND,penguin
CBM-702,bird,FOUND,bird
CBM-702,pigeon,FOUND,pigeon
CBM-702,woodpecker,FOUND,woodpecker
CBM-702,reptile,FOUND,reptile
CBM-702,snake,FOUND,snake
CBM-702,snail,FOUND,snail
CBM-702,goldfish,FOUND,goldfish
CBM-702,fish,FOUND,fish
CBM-702,dog,FOUND,dog
CBM-702,cat,FOUND,cat
CBM-702,rodents,REPLACE,rodent
CBM-702,snake,FOUND,snake
CBM-702,pets,EXCLUDE,EXCLUDE
CBM-702,rabbit,FOUND,rabbit
CBM-702,reptile,FOUND,reptile
CBM-702,polar,FOUND,polar
CBM-702,grizzly,FOUND,grizzly
CBM-702,bear,FOUND,bear
CBM-702,hedgehog,FOUND,hedgehog
CBM-702,porcupine,FOUND,porcupine
CBM-702,reptile,FOUND,reptile
CBP-707,cow,FOUND,cow
CBP-707,pig,FOUND,pig
CBP-707,dog,FOUND,dog
CBP-707,cat,FOUND,cat
CBP-707,fish,FOUND,fish
CBP-707,bird,FOUND,bird
CBP-707,horse,FOUND,horse
CBP-707,elephant,FOUND,elephant
CBP-707,tiger,FOUND,tiger
CBP-707,feline,FOUND,feline
CBP-707,penguin,FOUND,penguin
CBP-707,fish,FOUND,fish
CBP-707,shark,FOUND,shark
CBP-707,dolphin,FOUND,dolphin
CBP-707,whale,FOUND,whale
CBP-707,ant,FOUND,ant
CBP-707,centipede,FOUND,centipede
CBP-707,insect,FOUND,insect
CBP-707,lizard,FOUND,lizard
CBP-707,reptile,FOUND,reptile
CBP-707,snake,FOUND,snake
CBP-707,mouse,FOUND,mouse
CBP-707,rat,FOUND,rat
CBP-707,parrot,FOUND,parrot
CBP-707,worm,FOUND,worm
CBP-707,elephant,FOUND,elephant
CBP-707,monkey,FOUND,monkey
CBP-707,gorilla,FOUND,gorilla
CBS-711,bear,FOUND,bear
CBS-711,tiger,FOUND,tiger
CBS-711,rabbit,FOUND,rabbit
CBS-711,pets,EXCLUDE,EXCLUDE
CBS-711,rodents,REPLACE,rodent
CBS-711,bird,FOUND,bird
CBS-711,tiger,FOUND,tiger
CBS-711,dolphin,FOUND,dolphin
CBS-711,seal,FOUND,seal
CBS-711,horse,FOUND,horse
CBS-711,kangaroo,FOUND,kangaroo
CBS-711,feline,FOUND,feline
CBS-711,zebra,FOUND,zebra
CBS-711,ostrich,FOUND,ostrich
CBS-711,rhinoceros,FOUND,rhinoceros
CBS-711,hippopotamus,FOUND,hippopotamus
CBS-711,whale,FOUND,whale
CBS-711,jaguar,FOUND,jaguar
CBS-711,dog,FOUND,dog
CBS-711,cat,FOUND,cat
CBS-711,monkey,FOUND,monkey
CBS-711,alligator,FOUND,alligator
CBS-711,crocodile,FOUND,crocodile
CBS-711,bird,FOUND,bird
CBW-715,horse,FOUND,horse
CBW-715,puppy,FOUND,puppy
CBW-715,dog,FOUND,dog
CBW-715,pig,FOUND,pig
CBW-715,donkey,FOUND,donkey
CBW-715,mule,FOUND,mule
CBW-715,goose,FOUND,goose
CBW-715,duck,FOUND,duck
CBW-715,fish,FOUND,fish
CBW-715,feline,FOUND,feline
CBW-715,lion,FOUND,lion
CBW-715,leopard,FOUND,leopard
CBW-715,jaguar,FOUND,jaguar
CBW-715,monkey,FOUND,monkey
CBW-715,gorilla,FOUND,gorilla
CBW-715,ape,FOUND,ape
CBW-715,snake,FOUND,snake
CBW-715,bee,FOUND,bee
CCB-720,zebra,FOUND,zebra
CCB-720,tiger,FOUND,tiger
CCB-720,lizard,FOUND,lizard
CCB-720,snake,FOUND,snake
CCB-720,australian,EXCLUDE,EXCLUDE
CCB-720,shark,FOUND,shark
CCB-720,fish,FOUND,fish
CCB-720,rainbow,EXCLUDE,EXCLUDE
CCB-720,bunny,FOUND,bunny
CCB-720,dog,FOUND,dog
CCB-720,cat,FOUND,cat
CCB-720,pets,EXCLUDE,EXCLUDE
CCB-720,gopher,FOUND,gopher
CCB-720,leopard,FOUND,leopard
CCC-721,dog,FOUND,dog
CCC-721,cat,FOUND,cat
CCC-721,lion,FOUND,lion
CCC-721,tiger,FOUND,tiger
CCC-721,zebra,FOUND,zebra
CCC-721,chicken,FOUND,chicken
CCC-721,fish,FOUND,fish
CCC-721,african,EXCLUDE,EXCLUDE
CCC-721,wolf,FOUND,wolf
CCC-721,mouse,FOUND,mouse
CCC-721,water,EXCLUDE,EXCLUDE
CCC-721,beaver,FOUND,beaver
CCC-721,duck,FOUND,duck
CCC-721,goose,FOUND,goose
CCC-721,bird,FOUND,bird
CCD-722,dog,FOUND,dog
CCD-722,cat,FOUND,cat
CCD-722,horse,FOUND,horse
CCD-722,frog,FOUND,frog
CCD-722,butterfly,FOUND,butterfly
CCD-722,cricket,FOUND,cricket
CCD-722,spider,FOUND,spider
CCD-722,african,EXCLUDE,EXCLUDE
CCD-722,elephant,FOUND,elephant
CCD-722,rhinoceros,FOUND,rhinoceros
CCD-722,hippopotamus,FOUND,hippopotamus
CCD-722,eagle,FOUND,eagle
CCD-722,tiger,FOUND,tiger
CCD-722,lion,FOUND,lion
CCD-722,bear,FOUND,bear
CCD-722,polar,FOUND,polar
CCD-722,dolphin,FOUND,dolphin
CCD-722,penguin,FOUND,penguin
CCD-722,lizard,FOUND,lizard
CCD-722,snake,FOUND,snake
CCD-722,insect,FOUND,insect
CCD-722,shark,FOUND,shark
CCD-722,primate,FOUND,primate
CCD-722,sloth,FOUND,sloth
CCD-722,zebra,FOUND,zebra
CCD-722,african,EXCLUDE,EXCLUDE
CCD-722,deer,FOUND,deer
CCD-722,rabbit,FOUND,rabbit
CCD-722,kangaroo,FOUND,kangaroo
CCF-724,african,EXCLUDE,EXCLUDE
CCF-724,elephant,FOUND,elephant
CCF-724,monkey,FOUND,monkey
CCF-724,oscar,EXCLUDE,EXCLUDE
CCF-724,ostrich,FOUND,ostrich
CCF-724,fish,FOUND,fish
CCF-724,shark,FOUND,shark
CCF-724,whale,FOUND,whale
CCF-724,bird,FOUND,bird
CCF-724,pets,EXCLUDE,EXCLUDE
CCF-724,rat,FOUND,rat
CCF-724,cat,FOUND,cat
CCF-724,dog,FOUND,dog
CCF-724,horse,FOUND,horse
CCF-724,pig,FOUND,pig
CCF-724,cow,FOUND,cow
CCF-724,chicken,FOUND,chicken
CCF-724,seal,FOUND,seal
CCH-726,african,EXCLUDE,EXCLUDE
CCH-726,hippopotamus,FOUND,hippopotamus
CCH-726,elephant,FOUND,elephant
CCH-726,donkey,FOUND,donkey
CCH-726,horse,FOUND,horse
CCH-726,dog,FOUND,dog
CCH-726,cat,FOUND,cat
CCH-726,insect,FOUND,insect
CCH-726,fish,FOUND,fish
CCH-726,american,EXCLUDE,EXCLUDE
CCH-726,deer,FOUND,deer
CCH-726,frog,FOUND,frog
CCH-726,snake,FOUND,snake
CCH-726,parrot,FOUND,parrot
CCH-726,bird,FOUND,bird
CCH-726,zebra,FOUND,zebra
CCH-726,bird,FOUND,bird
CCH-726,duck,FOUND,duck
CCH-726,turtle,FOUND,turtle
CCH-726,feline,FOUND,feline
CCH-726,jaguar,FOUND,jaguar
CCH-726,panther,FOUND,panther
CCH-726,lion,FOUND,lion
CCL-730,cat,FOUND,cat
CCL-730,dog,FOUND,dog
CCL-730,butterfly,FOUND,butterfly
CCL-730,bee,FOUND,bee
CCL-730,lion,FOUND,lion
CCL-730,zebra,FOUND,zebra
CCL-730,tiger,FOUND,tiger
CCL-730,elephant,FOUND,elephant
CCL-730,bear,FOUND,bear
CCL-730,kangaroo,FOUND,kangaroo
CCL-730,dolphin,FOUND,dolphin
CCL-730,fish,FOUND,fish
CCL-730,zebra,FOUND,zebra
CCL-730,fly,FOUND,fly
CCL-730,flea,FOUND,flea
CCL-730,tiger,FOUND,tiger
CCL-730,squirrel,FOUND,squirrel
CCL-730,american,EXCLUDE,EXCLUDE
CCL-730,possum,FOUND,possum
CCL-730,rat,FOUND,rat
CCL-730,mouse,FOUND,mouse
CCL-730,snake,FOUND,snake
CCL-730,bird,FOUND,bird
CCX-744,lion,FOUND,lion
CCX-744,tiger,FOUND,tiger
CCX-744,bear,FOUND,bear
CCX-744,african,EXCLUDE,EXCLUDE
CCX-744,elephant,FOUND,elephant
CCX-744,dolphin,FOUND,dolphin
CCX-744,whale,FOUND,whale
CCX-744,snake,FOUND,snake
CCX-744,rabbit,FOUND,rabbit
CCX-744,lizard,FOUND,lizard
CCX-744,spider,FOUND,spider
CCX-744,bat,FOUND,bat
CCX-744,american,EXCLUDE,EXCLUDE
CCX-744,fox,FOUND,fox
CCX-744,wolf,FOUND,wolf
CCX-744,african,EXCLUDE,EXCLUDE
CCX-744,deer,FOUND,deer
CCX-744,fish,FOUND,fish
CDG-753,tiger,FOUND,tiger
CDG-753,lion,FOUND,lion
CDG-753,zebra,FOUND,zebra
CDG-753,mammoth,FOUND,mammoth
CDG-753,elephant,FOUND,elephant
CDG-753,water,EXCLUDE,EXCLUDE
CDG-753,hippopotamus,FOUND,hippopotamus
CDG-753,african,EXCLUDE,EXCLUDE
CDG-753,asian,REPLACE,avian
CDG-753,primate,FOUND,primate
CDG-753,sloth,FOUND,sloth
CDG-753,fish,FOUND,fish
CDG-753,eel,FOUND,eel
CDG-753,fish,FOUND,fish
CDG-753,shark,FOUND,shark
CDG-753,dolphin,FOUND,dolphin
CDG-753,whale,FOUND,whale
CDG-753,monkey,FOUND,monkey
CDG-753,ape,FOUND,ape
CDG-753,gorilla,FOUND,gorilla
CDG-753,primate,FOUND,primate
CDG-753,eagle,FOUND,eagle
CDG-753,hawk,FOUND,hawk
CDH-754,wolf,FOUND,wolf
CDH-754,bear,FOUND,bear
CDH-754,reptile,FOUND,reptile
CDH-754,dragon,FOUND,dragon
CDH-754,pegasus,EXCLUDE,EXCLUDE
CDH-754,reptile,FOUND,reptile
CDH-754,monster,FOUND,monster
CDH-754,turtle,FOUND,turtle
CDH-754,fish,FOUND,fish
CDH-754,frog,FOUND,frog
CDH-754,turtle,FOUND,turtle
CDH-754,tortoise,FOUND,tortoise
CDH-754,african,EXCLUDE,EXCLUDE
CDM-759,dog,FOUND,dog
CDM-759,cat,FOUND,cat
CDM-759,elephant,FOUND,elephant
CDM-759,squirrel,FOUND,squirrel
CDM-759,lion,FOUND,lion
CDM-759,lioness,FOUND,lioness
CDM-759,fish,FOUND,fish
CDM-759,deer,FOUND,deer
CDM-759,rabbit,FOUND,rabbit
CDM-759,squirrel,FOUND,squirrel
CDM-759,pets,EXCLUDE,EXCLUDE
CDM-759,bird,FOUND,bird
CDM-759,cow,FOUND,cow
CDM-759,lizard,FOUND,lizard
CDM-759,porcupine,FOUND,porcupine
CDM-759,australian,EXCLUDE,EXCLUDE
CDM-759,bird,FOUND,bird
CDM-759,hippopotamus,FOUND,hippopotamus
CDM-759,african,EXCLUDE,EXCLUDE
CDR-764,primate,FOUND,primate
CDR-764,monkey,FOUND,monkey
CDR-764,elephant,FOUND,elephant
CDR-764,bird,FOUND,bird
CDR-764,eagle,FOUND,eagle
CDR-764,jaguar,FOUND,jaguar
CDR-764,feline,FOUND,feline
CDR-764,frog,FOUND,frog
CDR-764,toad,FOUND,toad
CDR-764,bird,FOUND,bird
CDR-764,lion,FOUND,lion
CDR-764,mouse,FOUND,mouse
CDR-764,bat,FOUND,bat
CDR-764,fish,FOUND,fish
CDR-764,ape,FOUND,ape
CDR-764,primate,FOUND,primate
CDR-764,rhinoceros,FOUND,rhinoceros
CDU-767,cat,FOUND,cat
CDU-767,dog,FOUND,dog
CDU-767,fish,FOUND,fish
CDU-767,tiger,FOUND,tiger
CDU-767,lion,FOUND,lion
CDU-767,rabbit,FOUND,rabbit
CDU-767,american,EXCLUDE,EXCLUDE
CDU-767,deer,FOUND,deer
CDU-767,mammoth,FOUND,mammoth
CDU-767,whale,FOUND,whale
CDU-767,shark,FOUND,shark
CDU-767,bird,FOUND,bird
CDU-767,penguin,FOUND,penguin
CDU-767,wolf,FOUND,wolf
CDU-767,badger,FOUND,badger
CDU-767,fish,FOUND,fish
CDU-767,baboon,FOUND,baboon
CDU-767,gorilla,FOUND,gorilla
CDU-767,ape,FOUND,ape
SGO-159,dog,FOUND,dog
SGO-159,cat,FOUND,cat
SGO-159,ferret,FOUND,ferret
SGO-159,pets,EXCLUDE,EXCLUDE
SGO-159,mouse,FOUND,mouse
SGO-159,bird,FOUND,bird
SGO-159,parrot,FOUND,parrot
SGO-159,elephant,FOUND,elephant
SGO-159,african,EXCLUDE,EXCLUDE
SGO-159,rhinoceros,FOUND,rhinoceros
SGO-159,snake,FOUND,snake
SGO-159,gorilla,FOUND,gorilla
SGO-159,ape,FOUND,ape
SGO-159,monkey,FOUND,monkey
SGO-159,squirrel,FOUND,squirrel
SGO-159,rodents,REPLACE,rodent
SGO-159,american,EXCLUDE,EXCLUDE
SGO-159,possum,FOUND,possum
SGO-159,deer,FOUND,deer
SGO-159,turkey,FOUND,turkey
SGO-159,coyote,FOUND,coyote
SGO-159,moose,FOUND,moose
SGO-159,bug,FOUND,bug
SGO-159,leopard,FOUND,leopard
SGO-159,lion,FOUND,lion
SGO-159,leopard,FOUND,leopard
SGO-159,cow,FOUND,cow
SGO-159,horse,FOUND,horse
SGO-159,pig,FOUND,pig
SGO-159,hog,FOUND,hog
SGO-159,turkey,FOUND,turkey
SGO-159,rooster,FOUND,rooster
SGO-159,chicken,FOUND,chicken
SGO-159,turtle,FOUND,turtle
SGO-159,fish,FOUND,fish
SGO-159,scorpion,FOUND,scorpion
SIU-211,frog,FOUND,frog
SIU-211,lizard,FOUND,lizard
SIU-211,snake,FOUND,snake
SIU-211,lion,FOUND,lion
SIU-211,tiger,FOUND,tiger
SIU-211,monkey,FOUND,monkey
SIU-211,bird,FOUND,bird
SIU-211,lizard,FOUND,lizard
SIU-211,deer,FOUND,deer
SIU-211,bear,FOUND,bear
SIU-211,squirrel,FOUND,squirrel
SIU-211,chipmunk,FOUND,chipmunk
SIU-211,skunk,FOUND,skunk
SIU-211,fish,FOUND,fish
SIU-211,dog,FOUND,dog
SIU-211,insects,REPLACE,insect
SIU-211,spider,FOUND,spider
SIU-211,fly,FOUND,fly
SIU-211,ant,FOUND,ant
SIU-211,african,EXCLUDE,EXCLUDE
SIU-211,elephant,FOUND,elephant
SIU-211,penguin,FOUND,penguin
SIU-211,hippopotamus,FOUND,hippopotamus
SIZ-390,cat,FOUND,cat
SIZ-390,dog,FOUND,dog
SIZ-390,moose,FOUND,moose
SIZ-390,cow,FOUND,cow
SIZ-390,kangaroo,FOUND,kangaroo
SIZ-390,tiger,FOUND,tiger
SIZ-390,lion,FOUND,lion
SIZ-390,tiger,FOUND,tiger
SIZ-390,elephant,FOUND,elephant
SIZ-390,hippopotamus,FOUND,hippopotamus
SIZ-390,rhinoceros,FOUND,rhinoceros
SIZ-390,water,EXCLUDE,EXCLUDE
SIZ-390,african,EXCLUDE,EXCLUDE
SIZ-390,whale,FOUND,whale
SIZ-390,bird,FOUND,bird
SIZ-390,primate,FOUND,primate
SIZ-390,monkey,FOUND,monkey
SKE-234,lion,FOUND,lion
SKE-234,feline,FOUND,feline
SKE-234,rhinoceros,FOUND,rhinoceros
SKE-234,zebra,FOUND,zebra
SKE-234,african,EXCLUDE,EXCLUDE
SKE-234,gorilla,FOUND,gorilla
SKE-234,monkey,FOUND,monkey
SKE-234,penguin,FOUND,penguin
SKE-234,polar,FOUND,polar
SKE-234,seal,FOUND,seal
SKE-234,killer,REPLACE,killdeer
SKE-234,dolphin,FOUND,dolphin
SKE-234,shark,FOUND,shark
SKE-234,wolf,FOUND,wolf
SKE-234,coyote,FOUND,coyote
SKE-234,squirrel,FOUND,squirrel
SKE-234,chipmunk,FOUND,chipmunk
SKE-234,owl,FOUND,owl
SKE-234,eagle,FOUND,eagle
