SID,entry,evaluation,replacement
CAY-681,grapejuice,REPLACE,juice
CAY-681,hashbrowns,REPLACE,potatoes
CAY-681,hotwings,REPLACE,chicken
CAY-681,mountaindew,REPLACE,soda
CAY-681,pepsi,REPLACE,soda
CAY-681,pizza,REPLACE,pie
CAY-681,poptarts,REPLACE,pastry
CAY-681,potatoskins,REPLACE,potatoes
CAY-681,quesadillas,REPLACE,wrap
CAY-681,sierramist,REPLACE,soda
CAY-681,sourcream,REPLACE,dairy
CAY-681,tacos,REPLACE,wrap
CAY-681,v8juice,REPLACE,juice
CAY-681,waffles,REPLACE,breakfast
CBD-686,cakethathassugaronit,REPLACE,cake
CBD-686,candy,FOUND,candy
CBD-686,chocolate,FOUND,chocolate
CBD-686,strawberries,FOUND,strawberries
CBD-686,pop,FOUND,pop
CBD-686,cake,FOUND,cake
CBD-686,chocolatecake,REPLACE,cake
CBD-686,chocolatecoveredbrownies,REPLACE,chocolate
CBD-686,chocolatecoveredmarshmallows,REPLACE,chocolate
CBD-686,chocolatecoveredstrawberries,REPLACE,chocolate
CBD-686,cocacola,REPLACE,coke
CBD-686,hersheys,REPLACE,chocolate
CBD-686,kiwis,REPLACE,fruit
CBD-686,mms,REPLACE,candy
CBD-686,marblecake,REPLACE,cake
CBD-686,marshmallows,REPLACE,dessert
CBD-686,nastycake,REPLACE,cake
CBD-686,pepsis,REPLACE,soda
CBD-686,pizza,REPLACE,pie
CBD-686,salsberrysteak,REPLACE,beef
CBD-686,vanillacake,REPLACE,cake
CBF-691,broccoli,REPLACE,sprouts
CBF-691,brusselsprouts,REPLACE,sprouts
CBF-691,chicken,FOUND,chicken
CBF-691,milk,FOUND,milk
CBF-691,lemon,FOUND,lemon
CBF-691,orange,FOUND,orange
CBF-691,cheese,FOUND,cheese
CBF-691,sprite,FOUND,sprite
CBF-691,coke,FOUND,coke
CBF-691,macaroni,FOUND,macaroni
CBF-691,celery,FOUND,celery
CBF-691,carrots,FOUND,carrots
CBF-691,tomatoes,FOUND,tomatoes
CBF-691,bread,FOUND,bread
CBF-691,peppers,FOUND,peppers
CBF-691,onions,FOUND,onions
CBF-691,bacon,FOUND,bacon
CBF-691,eggs,FOUND,eggs
CBF-691,icing,FOUND,icing
CBF-691,cake,FOUND,cake
CBF-691,pie,FOUND,pie
CBF-691,cherries,FOUND,cherries
CBF-691,grapes,FOUND,grapes
CBF-691,bananas,FOUND,bananas
CBF-691,drpepper,REPLACE,pepper
CBF-691,gingerale,REPLACE,soda
CBF-691,grapejuice,REPLACE,juice
CBF-691,mountaindew,REPLACE,soda
CBF-691,orangejuice,REPLACE,juice
CBF-691,pepsi,REPLACE,soda
CBH-693,applejuice,REPLACE,juice
CBH-693,broccoli,REPLACE,sprouts
CBH-693,water,FOUND,water
CBH-693,apple,FOUND,apple
CBH-693,oranges,FOUND,oranges
CBH-693,soda,FOUND,soda
CBH-693,grapes,FOUND,grapes
CBH-693,candy,FOUND,candy
CBH-693,steak,FOUND,steak
CBH-693,chicken,FOUND,chicken
CBH-693,pomegranate,FOUND,pomegranate
CBH-693,carrots,FOUND,carrots
CBH-693,turkey,FOUND,turkey
CBH-693,ham,FOUND,ham
CBH-693,wraps,FOUND,wraps
CBH-693,lettuce,FOUND,lettuce
CBH-693,tomatoes,FOUND,tomatoes
CBH-693,spinach,FOUND,spinach
CBH-693,jelly,FOUND,jelly
CBH-693,bread,FOUND,bread
CBH-693,butter,FOUND,butter
CBH-693,fastfood,REPLACE,meal
CBH-693,gatorade,REPLACE,electrolyte
CBH-693,granolabars,REPLACE,breakfast
CBH-693,grapefruits,REPLACE,fruit
CBH-693,grapejuice,REPLACE,juice
CBH-693,hotpockets,REPLACE,bread
CBH-693,icecream,REPLACE,dessert
CBH-693,orangejuice,REPLACE,juice
CBH-693,peanutbutter,REPLACE,peanuts
CBH-693,powerade,REPLACE,electrolyte
CBH-693,tacos,REPLACE,wrap
CBJ-697,apple,FOUND,apple
CBJ-697,banana,FOUND,banana
CBJ-697,orange,FOUND,orange
CBJ-697,chicken,FOUND,chicken
CBJ-697,milk,FOUND,milk
CBJ-697,soda,FOUND,soda
CBJ-697,lemonade,FOUND,lemonade
CBJ-697,meat,FOUND,meat
CBJ-697,eggs,FOUND,eggs
CBJ-697,sausage,FOUND,sausage
CBJ-697,salad,FOUND,salad
CBJ-697,milk,FOUND,milk
CBJ-697,bread,FOUND,bread
CBJ-697,candy,FOUND,candy
CBJ-697,ham,FOUND,ham
CBJ-697,fish,FOUND,fish
CBJ-697,hamburger,REPLACE,burger
CBJ-697,icedtea,REPLACE,tea
CBJ-697,orangejuice,REPLACE,juice
CBJ-697,spaghetti,REPLACE,noodles
CBL-698,baklava,REPLACE,pastry
CBL-698,chickenpotpie,REPLACE,pie
CBL-698,chickensandwich,REPLACE,sandwich
CBL-698,chips,FOUND,chips
CBL-698,soda,FOUND,soda
CBL-698,sprite,FOUND,sprite
CBL-698,coke,FOUND,coke
CBL-698,turkey,FOUND,turkey
CBL-698,gravy,FOUND,gravy
CBL-698,beans,FOUND,beans
CBL-698,bacon,FOUND,bacon
CBL-698,water,FOUND,water
CBL-698,sugar,FOUND,sugar
CBL-698,salt,FOUND,salt
CBL-698,pepper,FOUND,pepper
CBL-698,chicken,FOUND,chicken
CBL-698,cranberrysauce,REPLACE,sauce
CBL-698,donuts,REPLACE,nuts
CBL-698,koolaid,REPLACE,beverage
CBL-698,mashedpotatoes,REPLACE,potatoes
CBL-698,pizza,REPLACE,pie
CBM-702,allfoods,EXCLUDE,EXCLUDE
CBM-702,cereal,REPLACE,cereals
CBM-702,chocolates,REPLACE,chocolate
CBM-702,apples,FOUND,apples
CBM-702,candy,FOUND,candy
CBM-702,soda,FOUND,soda
CBM-702,water,FOUND,water
CBM-702,juice,FOUND,juice
CBM-702,sweets,FOUND,sweets
CBM-702,meats,FOUND,meats
CBM-702,dairy,FOUND,dairy
CBM-702,fruits,FOUND,fruits
CBM-702,apples,FOUND,apples
CBM-702,bananas,FOUND,bananas
CBM-702,onions,FOUND,onions
CBM-702,oatmeal,FOUND,oatmeal
CBM-702,corn,FOUND,corn
CBM-702,celery,FOUND,celery
CBM-702,onions,FOUND,onions
CBM-702,milk,FOUND,milk
CBM-702,cheese,FOUND,cheese
CBM-702,frenchtoast,REPLACE,toast
CBM-702,granolabars,REPLACE,breakfast
CBM-702,greenbeans,REPLACE,beans
CBM-702,greenpeppers,REPLACE,peppers
CBM-702,pizza,REPLACE,pie
CBM-702,seasonings,REPLACE,spices
CBM-702,veggie,REPLACE,vegetable
CBM-702,veggies,REPLACE,vegetable
CBM-702,waffles,REPLACE,breakfast
CBP-707,applejuice,REPLACE,juice
CBP-707,bakedpotato,REPLACE,potato
CBP-707,burrito,REPLACE,wrap
CBP-707,cheesestick,REPLACE,cheese
CBP-707,pickles,FOUND,pickles
CBP-707,cheese,FOUND,cheese
CBP-707,water,FOUND,water
CBP-707,tea,FOUND,tea
CBP-707,cake,FOUND,cake
CBP-707,apples,FOUND,apples
CBP-707,bananas,FOUND,bananas
CBP-707,oranges,FOUND,oranges
CBP-707,eggplant,REPLACE,vegetable
CBP-707,beef,FOUND,beef
CBP-707,ham,FOUND,ham
CBP-707,turkey,FOUND,turkey
CBP-707,peas,FOUND,peas
CBP-707,carrots,FOUND,carrots
CBP-707,corn,FOUND,corn
CBP-707,chicken,FOUND,chicken
CBP-707,biscuits,FOUND,biscuits
CBP-707,coke,FOUND,coke
CBP-707,sprite,FOUND,sprite
CBP-707,fries,REPLACE,fried
CBP-707,hamburgers,REPLACE,burger
CBP-707,koolaid,REPLACE,beverage
CBP-707,macaroniandcheese,REPLACE,macaroni
CBP-707,mashedpotatoes,REPLACE,potatoes
CBP-707,orangejuice,REPLACE,juice
CBP-707,pepsi,REPLACE,soda
CBP-707,pizza,REPLACE,pie
CBP-707,quesadilla,REPLACE,wrap
CBS-711,applejuice,REPLACE,juice
CBS-711,bagel,REPLACE,sage
CBS-711,cheeseburger,REPLACE,burger
CBS-711,chickennuggetsoup,REPLACE,soup
CBS-711,fanta,REPLACE,fat
CBS-711,water,FOUND,water
CBS-711,pop,FOUND,pop
CBS-711,soup,FOUND,soup
CBS-711,coke,FOUND,coke
CBS-711,water,FOUND,water
CBS-711,toast,FOUND,toast
CBS-711,frenchtoast,REPLACE,toast
CBS-711,pancakes,FOUND,pancakes
CBS-711,grapejuice,REPLACE,juice
CBS-711,hamburgers,REPLACE,burger
CBS-711,peanutbutterandjelly,REPLACE,sandwich
CBS-711,pizza,REPLACE,pie
CBS-711,waffles,REPLACE,breakfast
CBW-715,blackbeans,REPLACE,beans
CBW-715,broccoli,REPLACE,sprouts
CBW-715,candycanes,REPLACE,candy
CBW-715,cauliflour,REPLACE,cauliflower
CBW-715,toast,FOUND,toast
CBW-715,butter,FOUND,butter
CBW-715,cheese,FOUND,cheese
CBW-715,crackers,FOUND,crackers
CBW-715,fish,FOUND,fish
CBW-715,lobster,FOUND,lobster
CBW-715,crab,FOUND,crab
CBW-715,bread,FOUND,bread
CBW-715,shrimp,FOUND,shrimp
CBW-715,lettuce,FOUND,lettuce
CBW-715,carrots,FOUND,carrots
CBW-715,beans,FOUND,beans
CBW-715,greenbeans,REPLACE,beans
CBW-715,macandcheese,REPLACE,macaroni
CBW-715,marshmallows,REPLACE,dessert
CBW-715,pepperoni,REPLACE,sausage
CBW-715,pizza,REPLACE,pie
CBW-715,tuna,REPLACE,fish
CCB-720,bananabread,REPLACE,bread
CCB-720,blueberries,REPLACE,berries
CCB-720,broccoli,REPLACE,sprouts
CCB-720,cocacola,REPLACE,coke
CCB-720,strawberries,FOUND,strawberries
CCB-720,bananas,FOUND,bananas
CCB-720,grapes,FOUND,grapes
CCB-720,icecream,REPLACE,dessert
CCB-720,kiwi,REPLACE,fruit
CCB-720,macaroniandcheese,REPLACE,macaroni
CCB-720,pepsi,REPLACE,soda
CCB-720,pizza,REPLACE,pie
CCB-720,popsicles,REPLACE,dessert
CCB-720,rootbeer,REPLACE,beer
CCB-720,smoothies,REPLACE,beverage
CCB-720,zucchinibread,REPLACE,bread
CCD-722,bananapeppers,REPLACE,peppers
CCD-722,blackolives,REPLACE,olives
CCD-722,burgers,REPLACE,burger
CCD-722,cereal,REPLACE,cereals
CCD-722,cheerios,REPLACE,cherries
CCD-722,fries,REPLACE,fried
CCD-722,ketchup,FOUND,ketchup
CCD-722,mustard,FOUND,mustard
CCD-722,lettuce,FOUND,lettuce
CCD-722,onions,FOUND,onions
CCD-722,pickles,FOUND,pickles
CCD-722,tomatoes,FOUND,tomatoes
CCD-722,buns,FOUND,buns
CCD-722,beer,FOUND,beer
CCD-722,wine,FOUND,wine
CCD-722,bread,FOUND,bread
CCD-722,cheese,FOUND,cheese
CCD-722,ham,FOUND,ham
CCD-722,turkey,FOUND,turkey
CCD-722,steak,FOUND,steak
CCD-722,lobster,FOUND,lobster
CCD-722,crab,FOUND,crab
CCD-722,shrimp,FOUND,shrimp
CCD-722,biscuits,FOUND,biscuits
CCD-722,cucumbers,FOUND,cucumbers
CCD-722,graxy,REPLACE,gravy
CCD-722,sausage,FOUND,sausage
CCD-722,beef,FOUND,beef
CCD-722,ham,FOUND,ham
CCD-722,mushrooms,FOUND,mushrooms
CCD-722,onions,FOUND,onions
CCD-722,greenpeppers,REPLACE,peppers
CCD-722,water,FOUND,water
CCD-722,sprite,FOUND,sprite
CCD-722,macandcheese,REPLACE,macaroni
CCD-722,mashedpotatoes,REPLACE,potatoes
CCD-722,mayo,REPLACE,mayonnaise
CCD-722,pasta,REPLACE,pastry
CCD-722,pastasauce,REPLACE,sauce
CCD-722,pepperoni,REPLACE,sausage
CCD-722,pesto,REPLACE,sauce
CCD-722,potatochips,REPLACE,chips
CCD-722,redpeppers,REPLACE,peppers
CCD-722,ricecakes,REPLACE,rice
CCF-724,applejuice,REPLACE,juice
CCF-724,broccoli,REPLACE,sprouts
CCF-724,drpepper,REPLACE,pepper
CCF-724,macaroni,FOUND,macaroni
CCF-724,water,FOUND,water
CCF-724,chicken,FOUND,chicken
CCF-724,sprite,FOUND,sprite
CCF-724,ribs,FOUND,ribs
CCF-724,lemonade,FOUND,lemonade
CCF-724,cheese,FOUND,cheese
CCF-724,milk,FOUND,milk
CCF-724,orangejuice,REPLACE,juice
CCF-724,pizza,REPLACE,pie
CCF-724,rootbeer,REPLACE,beer
CCF-724,sunkist,REPLACE,soda
CCF-724,sweettea,REPLACE,tea
CCF-724,sweettea,REPLACE,tea
CCH-726,fruitjuice,REPLACE,juice
CCH-726,coffee,FOUND,coffee
CCH-726,milk,FOUND,milk
CCH-726,apple,FOUND,apple
CCH-726,pie,FOUND,pie
CCH-726,cake,FOUND,cake
CCH-726,banana,FOUND,banana
CCH-726,water,FOUND,water
CCH-726,chocolate,FOUND,chocolate
CCH-726,crackers,FOUND,crackers
CCH-726,onions,FOUND,onions
CCH-726,garlic,FOUND,garlic
CCH-726,strawberries,FOUND,strawberries
CCH-726,cheese,FOUND,cheese
CCH-726,pancakes,FOUND,pancakes
CCH-726,bacon,FOUND,bacon
CCH-726,eggs,FOUND,eggs
CCH-726,beef,FOUND,beef
CCH-726,pig,FOUND,pig
CCH-726,kiwi,REPLACE,fruit
CCH-726,pretzels,REPLACE,crackers
CCH-726,spaghetti,REPLACE,noodles
CCH-726,waffles,REPLACE,breakfast
CCX-744,broccoli,REPLACE,sprouts
CCX-744,frenchfries,REPLACE,potatoes
CCX-744,soda,FOUND,soda
CCX-744,grapes,FOUND,grapes
CCX-744,fish,FOUND,fish
CCX-744,chicken,FOUND,chicken
CCX-744,pears,FOUND,pears
CCX-744,apples,FOUND,apples
CCX-744,bananas,FOUND,bananas
CCX-744,turkey,FOUND,turkey
CCX-744,dressing,FOUND,dressing
CCX-744,ham,FOUND,ham
CCX-744,salad,FOUND,salad
CCX-744,candy,FOUND,candy
CCX-744,lemons,FOUND,lemons
CCX-744,oranges,FOUND,oranges
CCX-744,icecream,REPLACE,dessert
CCX-744,mangoes,REPLACE,fruit
CCX-744,mashedpotatoes,REPLACE,potatoes
CCX-744,pizza,REPLACE,pie
CCX-744,sweetpotatoes,REPLACE,potatoes
CCX-744,yogurt,REPLACE,dairy
CDG-753,cashews,REPLACE,nuts
CDG-753,drpepper,REPLACE,pepper
CDG-753,grapefruit,REPLACE,fruit
CDG-753,guava,REPLACE,gravy
CDG-753,peanuts,FOUND,peanuts
CDG-753,bread,FOUND,bread
CDG-753,bark,FOUND,bark
CDG-753,soda,FOUND,soda
CDG-753,water,FOUND,water
CDG-753,brownies,FOUND,brownies
CDG-753,cookies,FOUND,cookies
CDG-753,chocolate,FOUND,chocolate
CDG-753,milk,FOUND,milk
CDG-753,lemonade,FOUND,lemonade
CDG-753,noodles,FOUND,noodles
CDG-753,tomatoes,FOUND,tomatoes
CDG-753,peppers,FOUND,peppers
CDG-753,celery,FOUND,celery
CDG-753,jelly,FOUND,jelly
CDG-753,plums,FOUND,plums
CDG-753,plums,FOUND,plums
CDG-753,limes,FOUND,limes
CDG-753,lemons,FOUND,lemons
CDG-753,jello,REPLACE,jelly
CDG-753,limejuice,REPLACE,juice
CDG-753,macandcheese,REPLACE,macaroni
CDG-753,mangoes,REPLACE,fruit
CDG-753,orangejuice,REPLACE,juice
CDG-753,pasta,REPLACE,pastry
CDG-753,peanutbutter,REPLACE,peanuts
CDG-753,rootbeer,REPLACE,beer
CDG-753,spaghetti,REPLACE,noodles
CDG-753,starfruit,REPLACE,fruit
CDH-754,cherrycocacola,REPLACE,coke
CDH-754,cocacola,REPLACE,coke
CDH-754,danimalscrunchers,REPLACE,dairy
CDH-754,danimalssmoothies,REPLACE,dairy
CDH-754,fantagrape,REPLACE,soda
CDH-754,fantaorange,REPLACE,soda
CDH-754,fantapineapple,REPLACE,soda
CDH-754,fantastrawberry,REPLACE,soda
CDH-754,friedrice,REPLACE,rice
CDH-754,chicken,FOUND,chicken
CDH-754,turkey,FOUND,turkey
CDH-754,sprite,FOUND,sprite
CDH-754,spritezero,REPLACE,soda
CDH-754,sreamedrice,REPLACE,rice
CDH-754,yogurt,REPLACE,dairy
CDM-759,applecider,REPLACE,cider
CDM-759,applepie,REPLACE,pie
CDM-759,breadsticks,REPLACE,bread
CDM-759,cantaloupe,REPLACE,melon
CDM-759,cheesesause,REPLACE,cheese
CDM-759,chocolateballs,REPLACE,chocolate
CDM-759,chocolateicecream,REPLACE,dessert
CDM-759,chocolatepie,REPLACE,pie
CDM-759,coconutcreampie,REPLACE,pie
CDM-759,coconutpie,REPLACE,pie
CDM-759,coolranchdoritos,REPLACE,chips
CDM-759,doritos,REPLACE,chips
CDM-759,hotdogs,REPLACE,sausage
CDM-759,icecream,REPLACE,dessert
CDM-759,soda,FOUND,soda
CDM-759,cake,FOUND,cake
CDM-759,rolls,FOUND,rolls
CDM-759,cranberries,FOUND,cranberries
CDM-759,raspberries,FOUND,raspberries
CDM-759,watermelon,FOUND,watermelon
CDM-759,strawberries,FOUND,strawberries
CDM-759,peaches,FOUND,peaches
CDM-759,water,FOUND,water
CDM-759,juice,FOUND,juice
CDM-759,wine,FOUND,wine
CDM-759,chips,FOUND,chips
CDM-759,macaroniandcheese,REPLACE,macaroni
CDM-759,maggianosalads,REPLACE,salad
CDM-759,pizza,REPLACE,pie
CDM-759,pumpkinpie,REPLACE,pie
CDM-759,ravioli,REPLACE,dumpling
CDM-759,redvelvetcake,REPLACE,cake
CDM-759,salsa,REPLACE,salad
CDM-759,spaghetti,REPLACE,noodles
CDM-759,vanillaicecream,REPLACE,dessert
CDR-764,applejuice,REPLACE,juice
CDR-764,applesauce,REPLACE,sauce
CDR-764,blueberries,REPLACE,berries
CDR-764,cocacola,REPLACE,coke
CDR-764,fanta,REPLACE,fat
CDR-764,grapejuice,REPLACE,juice
CDR-764,icecream,REPLACE,dessert
CDR-764,icecream,REPLACE,dessert
CDR-764,koolaid,REPLACE,beverage
CDR-764,chicken,FOUND,chicken
CDR-764,chicken,FOUND,chicken
CDR-764,ketchup,FOUND,ketchup
CDR-764,steak,FOUND,steak
CDR-764,shrimp,FOUND,shrimp
CDR-764,ribs,FOUND,ribs
CDR-764,cookies,FOUND,cookies
CDR-764,mango,REPLACE,fruit
CDR-764,cake,FOUND,cake
CDR-764,water,FOUND,water
CDR-764,cherry,FOUND,cherry
CDR-764,apple,FOUND,apple
CDR-764,strawberry,FOUND,strawberry
CDR-764,banana,FOUND,banana
CDR-764,milk,FOUND,milk
CDR-764,pop,FOUND,pop
CDR-764,milkshake,REPLACE,milk
CDR-764,orangejuice,REPLACE,juice
CDR-764,pizza,REPLACE,pie
CDR-764,popcorn,REPLACE,snack
CDR-764,slushie,REPLACE,beverage
CDR-764,smoothie,REPLACE,beverage
CDR-764,tangerine,REPLACE,tangerines
CDU-767,applejuice,REPLACE,juice
CDU-767,bagels,REPLACE,breakfast
CDU-767,cereal,REPLACE,cereals
CDU-767,cheesenips,REPLACE,snack
CDU-767,cranberryjuice,REPLACE,juice
CDU-767,fruitsnacks,REPLACE,snack
CDU-767,gatorade,REPLACE,electrolyte
CDU-767,jambalaya,REPLACE,rice
CDU-767,sprite,FOUND,sprite
CDU-767,lemonade,FOUND,lemonade
CDU-767,coke,FOUND,coke
CDU-767,chicken,FOUND,chicken
CDU-767,macaroni,FOUND,macaroni
CDU-767,greens,FOUND,greens
CDU-767,fish,FOUND,fish
CDU-767,pop,FOUND,pop
CDU-767,water,FOUND,water
CDU-767,meats,FOUND,meats
CDU-767,sausages,FOUND,sausages
CDU-767,bacon,FOUND,bacon
CDU-767,eggs,FOUND,eggs
CDU-767,biscuits,FOUND,biscuits
CDU-767,bananas,FOUND,bananas
CDU-767,orangejuice,REPLACE,juice
CDU-767,pepsi,REPLACE,soda
CDU-767,powerade,REPLACE,electrolyte
CDU-767,ricekrispietreats,REPLACE,snack
CDU-767,spaghetti,REPLACE,noodles
SGO-159,broccoli,REPLACE,sprouts
SGO-159,corndog,REPLACE,sausage
SGO-159,dietcoke,REPLACE,coke
SGO-159,drpepper,REPLACE,pepper
SGO-159,grahamcrackers,REPLACE,crackers
SGO-159,granolabars,REPLACE,breakfast
SGO-159,icecream,REPLACE,dessert
SGO-159,langus,EXCLUDE,EXCLUDE
SGO-159,macaroniandcheese,REPLACE,macaroni
SGO-159,mountaindew,REPLACE,soda
SGO-159,grape,FOUND,grape
SGO-159,cheese,FOUND,cheese
SGO-159,meat,FOUND,meat
SGO-159,coke,FOUND,coke
SGO-159,orange,FOUND,orange
SGO-159,sprite,FOUND,sprite
SGO-159,grape,FOUND,grape
SGO-159,cherry,FOUND,cherry
SGO-159,chips,FOUND,chips
SGO-159,cookies,FOUND,cookies
SGO-159,corn,FOUND,corn
SGO-159,apple,FOUND,apple
SGO-159,pineapple,FOUND,pineapple
SGO-159,strawberries,FOUND,strawberries
SGO-159,ham,FOUND,ham
SGO-159,chicken,FOUND,chicken
SGO-159,pork,FOUND,pork
SGO-159,pasta,REPLACE,pastry
SGO-159,pepsi,REPLACE,soda
SGO-159,pizza,REPLACE,pie
SGO-159,pizzarolls,REPLACE,rolls
SGO-159,popcorn,REPLACE,snack
SGO-159,rootbeer,REPLACE,beer
SGO-159,seacrackers,REPLACE,crackers
SGO-159,sierramist,REPLACE,soda
SGO-159,vanillacoke,REPLACE,coke
SKE-234,applejuice,REPLACE,juice
SKE-234,breadsticks,REPLACE,bread
SKE-234,buffalowings,REPLACE,chicken
SKE-234,cereal,REPLACE,cereals
SKE-234,gingerale,REPLACE,soda
